SITE_ID,variable,week,slope,intercept,n_obs,seasonal_mean
ABT147,HNO3,46,-0.043363,88.1298,25,0.8598
ABT147,HNO3,47,-0.033426,68.0952,26,0.824
ABT147,HNO3,48,-0.033057,67.2619,26,0.7324
ABT147,HNO3,49,-0.051736,105.0439,26,0.9222
ABT147,HNO3,50,-0.022018,45.0533,26,0.7409
ABT147,HNO3,51,-0.049332,100.167,26,0.885
ABT147,HNO3,52,-0.031174,63.4888,25,0.7489
ABT147,HNO3,53,-0.062281,126.0903,4,0.7475
ABT147,K,1,-0.000462,0.9837,27,0.0532
ABT147,K,2,0.000329,-0.613,27,0.0492
ABT147,K,3,-2e-06,0.0597,27,0.0548
ABT147,K,4,0.000143,-0.2345,27,0.053
ABT147,K,5,0.000112,-0.1649,25,0.0603
ABT147,K,6,0.000274,-0.4951,26,0.0553
ABT147,K,7,-9.8e-05,0.252,26,0.0546
ABT147,K,8,-0.000244,0.5446,24,0.0537
ABT147,K,9,0.000288,-0.5273,26,0.052
ABT147,K,10,-0.00036,0.7758,26,0.0506
ABT147,K,11,-0.000248,0.5481,26,0.0486
ABT147,K,12,-0.00028,0.6062,26,0.0427
ABT147,K,13,-0.000131,0.3054,26,0.0425
ABT147,K,14,-0.000428,0.9045,25,0.0428
ABT147,K,15,0.000533,-1.0281,25,0.0444
ABT147,K,16,-0.001329,2.7274,26,0.053
ABT147,K,17,0.000305,-0.5673,26,0.0471
ABT147,K,18,-0.000428,0.9118,26,0.0511
ABT147,K,19,5.9e-05,-0.0654,26,0.0529
ABT147,K,20,0.000785,-1.5245,26,0.0553
ABT147,K,21,0.000181,-0.2998,25,0.0644
ABT147,K,22,0.000218,-0.3762,26,0.0634
ABT147,K,23,0.000836,-1.6172,25,0.065
ABT147,K,24,0.000149,-0.2308,26,0.0699
ABT147,K,25,-0.000251,0.5631,26,0.0574
ABT147,K,26,4.7e-05,0.0002,26,0.0945
ABT147,K,27,0.000314,-0.4668,26,0.1648
ABT147,K,28,0.000289,-0.5106,26,0.0701
ABT147,K,29,0.000457,-0.8571,26,0.0621
ABT147,K,30,-1.1e-05,0.0835,25,0.0605
ABT147,K,31,-0.000193,0.4529,25,0.0643
ABT147,K,32,-9.6e-05,0.2495,25,0.0568
ABT147,K,33,0.000141,-0.224,26,0.0588
ABT147,K,34,-0.000589,1.2471,25,0.0613
ABT147,K,35,0.000135,-0.2181,25,0.054
ABT147,K,36,0.000269,-0.4836,25,0.058
ABT147,K,37,2.6e-05,0.001,25,0.0527
ABT147,K,38,0.000109,-0.1599,26,0.0589
ABT147,K,39,-0.000322,0.718,26,0.0692
ABT147,K,40,0.000209,-0.3623,25,0.0585
ABT147,K,41,-7.9e-05,0.2074,25,0.0488
ABT147,K,42,-2e-06,0.0492,25,0.0454
ABT147,K,43,5.2e-05,-0.0598,25,0.0444
ABT147,K,44,0.000214,-0.3789,25,0.0519
ABT147,K,45,0.000321,-0.597,25,0.0498
ABT147,K,46,-0.000676,1.407,25,0.0469
ABT147,K,47,-0.000708,1.478,26,0.0524
ABT147,K,48,-0.00052,1.1068,26,0.0596
ABT147,K,49,-0.004621,9.3743,26,0.0753
ABT147,K,50,0.000129,-0.2085,26,0.0509
ABT147,K,51,0.000765,-1.483,26,0.0561
ABT147,K,52,-9.7e-05,0.2469,25,0.052
ABT147,K,53,-0.00137,2.8132,4,0.0563
ABT147,MG,1,-0.000513,1.0565,27,0.0249
ABT147,MG,2,0.0005,-0.9772,27,0.029
ABT147,MG,3,2e-05,-0.0104,27,0.0301
ABT147,MG,4,-3.8e-05,0.1039,27,0.0277
ABT147,MG,5,0.00049,-0.9549,25,0.0321
ABT147,MG,6,-0.000488,1.0144,26,0.0319
ABT147,MG,7,0.000115,-0.1952,26,0.0367
ABT147,MG,8,-1.5e-05,0.0654,24,0.0357
ABT147,MG,9,0.000155,-0.2714,26,0.0396
ABT147,MG,10,-0.000724,1.5116,26,0.055
ABT147,MG,11,-0.000306,0.6672,26,0.0508
ABT147,MG,12,-0.000717,1.4899,26,0.0477
ABT147,MG,13,-0.000786,1.6301,26,0.0483
ABT147,MG,14,-0.001015,2.0943,25,0.0515
ABT147,MG,15,0.001167,-2.2973,25,0.0516
ABT147,MG,16,-0.001091,2.2612,26,0.065
ABT147,MG,17,-0.000122,0.2869,26,0.0413
ABT147,MG,18,-0.000463,0.9788,26,0.0465
ABT147,MG,19,-0.000173,0.3893,26,0.0418
ABT147,MG,20,0.00033,-0.6222,26,0.0425
ABT147,MG,21,0.001194,-2.3597,25,0.0439
ABT147,MG,22,-0.000137,0.3188,26,0.0422
ABT147,MG,23,-6.8e-05,0.1705,25,0.0335
ABT147,MG,24,0.000345,-0.6545,26,0.0397
ABT147,MG,25,2.5e-05,-0.0139,26,0.037
ABT147,MG,26,0.000183,-0.3286,26,0.0395
ABT147,MG,27,6.3e-05,-0.082,26,0.0453
ABT147,MG,28,0.000297,-0.5608,26,0.0365
ABT147,MG,29,0.00016,-0.2833,26,0.038
ABT147,MG,30,-0.000563,1.1659,25,0.0332
ABT147,MG,31,-0.000416,0.8784,25,0.0406
ABT147,MG,32,-0.000706,1.4548,25,0.0333
ABT147,MG,33,-0.000468,0.972,26,0.0307
ABT147,MG,34,-5e-06,0.0481,25,0.0375
ABT147,MG,35,-0.000274,0.5876,25,0.0368
ABT147,MG,36,6.7e-05,-0.0923,25,0.042
ABT147,MG,37,-0.000524,1.0968,25,0.0415
ABT147,MG,38,0.000769,-1.4973,26,0.0501
ABT147,MG,39,0.000173,-0.3001,26,0.0481
ABT147,MG,40,0.001367,-2.6991,25,0.0525
ABT147,MG,41,1.7e-05,0.0131,25,0.0478
ABT147,MG,42,0.000631,-1.2295,25,0.0414
ABT147,MG,43,8.8e-05,-0.138,25,0.0385
ABT147,MG,44,0.000892,-1.745,25,0.0511
ABT147,MG,45,0.000453,-0.8682,25,0.0441
ABT147,MG,46,-0.000867,1.7803,25,0.0359
ABT147,MG,47,-0.001,2.05,26,0.0382
ABT147,MG,48,-0.000394,0.8266,26,0.034
ABT147,MG,49,-0.000106,0.2384,26,0.0244
ABT147,MG,50,3.1e-05,-0.0317,26,0.0309
ABT147,MG,51,2.2e-05,-0.0126,26,0.0314
ABT147,MG,52,-2.4e-05,0.0735,25,0.0255
ABT147,MG,53,-0.002247,4.5504,4,0.029
ABT147,NH4,1,-0.040137,81.4926,27,0.7152
ABT147,NH4,2,-0.019676,40.2128,27,0.6131
ABT147,NH4,3,-0.014502,29.8299,27,0.6432
ABT147,NH4,4,-0.033983,69.0767,27,0.6847
ABT147,NH4,5,-0.029282,59.6548,25,0.724
ABT147,NH4,6,-0.035742,72.5932,26,0.6619
ABT147,NH4,7,-0.03293,66.8903,26,0.6181
ABT147,NH4,8,-0.046295,93.8856,24,0.7157
ABT147,NH4,9,-0.026523,53.9064,26,0.5269
ABT147,NH4,10,-0.035385,71.8057,26,0.5927
ABT147,NH4,11,-0.050374,102.0299,26,0.6494
ABT147,NH4,12,-0.031736,64.3196,26,0.4501
ABT147,NH4,13,-0.037738,76.4385,26,0.4896
ABT147,NH4,14,-0.030438,61.6949,25,0.4367
ABT147,NH4,15,-0.025029,50.8253,25,0.4527
ABT147,NH4,16,-0.034815,70.5622,26,0.4948
ABT147,NH4,17,-0.025931,52.6377,26,0.4499
ABT147,NH4,18,-0.052419,106.0316,26,0.5365
ABT147,NH4,19,-0.033968,68.8276,26,0.4665
ABT147,NH4,20,-0.036125,73.1926,26,0.4899
ABT147,NH4,21,-0.044107,89.3586,25,0.5917
ABT147,NH4,22,-0.049217,99.6619,26,0.6111
ABT147,NH4,23,-0.05239,106.0581,25,0.6213
ABT147,NH4,24,-0.065199,131.8756,26,0.6592
ABT147,NH4,25,-0.066026,133.6182,26,0.7375
ABT147,NH4,26,-0.098367,198.9351,26,0.9677
ABT147,NH4,27,-0.06853,138.7141,26,0.7941
ABT147,NH4,28,-0.046901,95.0932,26,0.7032
ABT147,NH4,29,-0.06089,123.3692,26,0.825
ABT147,NH4,30,-0.068582,138.8398,25,0.8152
ABT147,NH4,31,-0.07826,158.4308,25,0.9287
ABT147,NH4,32,-0.065171,131.8885,25,0.7283
ABT147,NH4,33,-0.069919,141.5074,26,0.7932
ABT147,NH4,34,-0.060803,123.0742,25,0.7062
ABT147,NH4,35,-0.035094,71.1897,25,0.5624
ABT147,NH4,36,-0.039147,79.3091,26,0.5241
ABT147,NH4,37,-0.031881,64.6016,26,0.4397
ABT147,NH4,38,-0.043761,88.5792,26,0.5083
ABT147,NH4,39,-0.027606,55.9673,26,0.4088
ABT147,NH4,40,-0.044918,90.9463,25,0.5469
ABT147,NH4,41,-0.037216,75.3494,25,0.4514
ABT147,NH4,42,-0.033379,67.6344,25,0.4579
ABT147,NH4,43,-0.029033,58.8027,25,0.3722
ABT147,NH4,44,-0.036328,73.6082,25,0.4958
ABT147,NH4,45,-0.028027,56.9163,25,0.5112
ABT147,NH4,46,-0.047381,95.9119,25,0.5547
ABT147,NH4,47,-0.032053,65.0565,26,0.5485
ABT147,NH4,48,-0.032784,66.5539,26,0.5748
ABT147,NH4,49,-0.034159,69.4013,26,0.6556
ABT147,NH4,50,-0.019693,40.1519,26,0.5189
ABT147,NH4,51,-0.036124,73.3524,26,0.6511
ABT147,NH4,52,-0.027123,55.1631,25,0.5774
ABT147,NH4,53,-0.063925,129.2639,4,0.6128
ABT147,NO3,1,-0.036894,75.5781,27,1.3277
ABT147,NO3,2,-0.005084,11.4891,27,1.2568
ABT147,NO3,3,0.010379,-19.5015,27,1.3857
ABT147,NO3,4,-0.022591,46.7759,27,1.3106
ABT147,NO3,5,0.0094,-17.5393,25,1.3783
ABT147,NO3,6,-0.031335,64.3502,26,1.2864
ABT147,NO3,7,-0.018708,38.8294,26,1.178
ABT147,NO3,8,-0.020318,42.0652,24,1.1742
ABT147,NO3,9,-0.009428,19.9105,26,0.9368
ABT147,NO3,10,-0.019736,40.7853,26,1.065
ABT147,NO3,11,-0.054247,110.2485,26,1.0737
ABT147,NO3,12,-0.028795,58.6864,26,0.7348
ABT147,NO3,13,-0.031972,65.1379,26,0.7923
ABT147,NO3,14,-0.013587,28.022,25,0.6786
ABT147,NO3,15,0.007254,-13.9774,25,0.6213
ABT147,NO3,16,-0.016686,34.2335,26,0.6519
ABT147,NO3,17,-0.008227,17.1028,26,0.5456
ABT147,NO3,18,-0.013725,28.1282,26,0.5052
ABT147,NO3,19,-0.009627,19.8471,26,0.473
ABT147,NO3,20,-0.003796,8.0441,26,0.404
ABT147,NO3,21,0.0059,-11.4858,25,0.3885
ABT147,NO3,22,0.004504,-8.6992,26,0.3645
ABT147,NO3,23,-0.005452,11.3003,25,0.3273
ABT147,NO3,24,0.006464,-12.6365,26,0.3717
ABT147,NO3,25,0.003786,-7.3008,26,0.3186
ABT147,NO3,26,0.005837,-11.4291,26,0.318
ABT147,NO3,27,-0.001095,2.5433,26,0.3388
ABT147,NO3,28,0.004401,-8.5966,26,0.2606
ABT147,NO3,29,-0.002104,4.5173,26,0.2823
ABT147,NO3,30,0.002285,-4.355,25,0.2434
ABT147,NO3,31,0.007639,-15.0776,25,0.2957
ABT147,NO3,32,-0.002451,5.2195,25,0.2869
ABT147,NO3,33,-0.005052,10.4504,26,0.2831
ABT147,NO3,34,-0.000912,2.1489,25,0.3137
ABT147,NO3,35,-0.001385,3.1639,25,0.3757
ABT147,NO3,36,-0.004219,8.9746,26,0.4841
ABT147,NO3,37,-0.01246,25.5045,26,0.4286
ABT147,NO3,38,0.003193,-5.9913,26,0.4351
ABT147,NO3,39,-0.0065,13.5678,26,0.4859
ABT147,NO3,40,0.011495,-22.5471,25,0.5872
ABT147,NO3,41,-0.000509,1.5659,25,0.542
ABT147,NO3,42,-0.007769,16.2386,25,0.603
ABT147,NO3,43,0.004755,-9.0662,25,0.5039
ABT147,NO3,44,-0.030792,62.8419,25,0.8714
ABT147,NO3,45,-0.01157,24.1806,25,0.8959
ABT147,NO3,46,-0.06424,130.2582,25,0.9717
ABT147,NO3,47,-0.034778,71.046,26,1.0536
ABT147,NO3,48,-0.019363,39.9739,26,1.0056
ABT147,NO3,49,-0.039606,80.9428,26,1.2331
ABT147,NO3,50,0.008011,-15.1168,26,1.0056
ABT147,NO3,51,-0.019532,40.6159,26,1.3063
ABT147,NO3,52,-0.012074,25.3403,25,1.0413
ABT147,NO3,53,-0.097719,197.685,4,1.021
ABT147,SO2,1,-0.50155,1013.195,25,3.8051
ABT147,SO2,2,-0.351102,709.4958,25,2.8891
ABT147,SO2,3,-0.429899,868.5579,25,3.3675
ABT147,SO2,4,-0.611298,1234.7745,25,4.5121
ABT147,SO2,5,-0.480712,971.3344,24,3.8816
ABT147,SO2,6,-0.405561,819.5811,25,3.3729
ABT147,SO2,7,-0.380856,769.5789,25,3.0898
ABT147,SO2,8,-0.37623,760.0504,23,2.8722
ABT147,SO2,9,-0.251348,508.0652,25,2.2158
ABT147,SO2,10,-0.259947,525.3732,25,2.219
ABT147,SO2,11,-0.285029,575.8447,25,2.2113
ABT147,SO2,12,-0.148961,301.1732,25,1.3833
ABT147,SO2,13,-0.154454,312.1785,25,1.3336
ABT147,SO2,14,-0.122207,247.1443,24,1.197
ABT147,SO2,15,-0.114541,231.6504,24,1.1312
ABT147,SO2,16,-0.176946,357.5468,25,1.4352
ABT147,SO2,17,-0.104598,211.512,25,1.0032
ABT147,SO2,18,-0.161085,325.3804,25,1.1893
ABT147,SO2,19,-0.104768,211.7566,25,0.9071
ABT147,SO2,20,-0.087045,176.0199,25,0.839
ABT147,SO2,21,-0.071925,145.6068,24,0.8545
ABT147,SO2,22,-0.079608,160.9859,25,0.7721
ABT147,SO2,23,-0.105998,214.2168,24,0.8912
ABT147,SO2,24,-0.087356,176.6169,25,0.809
ABT147,SO2,25,-0.121932,246.4148,25,1.0224
ABT147,SO2,26,-0.14828,299.5832,25,1.1634
ABT147,SO2,27,-0.087634,177.2614,25,0.8946
ABT147,SO2,28,-0.072279,146.2484,24,0.7836
ABT147,SO2,29,-0.095897,193.889,24,0.8915
ABT147,SO2,30,-0.111601,225.5511,23,0.9502
ABT147,SO2,31,-0.122094,246.7256,23,1.0066
ABT147,SO2,32,-0.118499,239.3824,23,0.8985
ABT147,SO2,33,-0.111664,225.6386,24,0.9102
ABT147,SO2,34,-0.115409,233.1759,23,0.9101
ABT147,SO2,35,-0.063655,128.8652,23,0.7561
ABT147,SO2,36,-0.105164,212.4883,24,0.8406
ABT147,SO2,37,-0.084233,170.235,24,0.7116
ABT147,SO2,38,-0.071745,145.1537,24,0.7643
ABT147,SO2,39,-0.094711,191.367,24,0.7574
ABT147,SO2,40,-0.133794,270.2235,23,0.9565
ABT147,SO2,41,-0.167612,338.3924,23,1.0659
ABT147,SO2,42,-0.152467,308.0095,23,1.1633
ABT147,SO2,43,-0.181006,365.6234,23,1.3413
ABT147,SO2,44,-0.197363,398.8973,23,1.6951
ABT147,SO2,45,-0.183574,371.0386,23,1.5875
ABT147,SO2,46,-0.361939,730.6243,23,2.2064
ABT147,SO2,47,-0.258393,522.0004,24,1.9735
ABT147,SO2,48,-0.266023,537.2385,24,1.855
ABT147,SO2,49,-0.495863,1001.0956,24,3.1511
ABT147,SO2,50,-0.222434,449.5626,24,1.9041
ABT147,SO2,51,-0.531659,1073.1621,24,3.1756
ABT147,SO2,52,-0.333931,674.2515,23,2.2019
ABT147,SO2,53,-0.519459,1048.2098,4,2.7768
ABT147,SO4,1,-0.097,196.602,27,1.3854
ABT147,SO4,2,-0.060637,123.3139,27,1.2787
ABT147,SO4,3,-0.066301,134.7331,27,1.2995
ABT147,SO4,4,-0.08922,181.0061,27,1.4463
ABT147,SO4,5,-0.106395,215.7956,25,1.6704
ABT147,SO4,6,-0.090928,184.4292,26,1.433
ABT147,SO4,7,-0.09068,183.958,26,1.4607
ABT147,SO4,8,-0.12558,254.4796,24,1.7452
ABT147,SO4,9,-0.075762,153.8173,26,1.3437
ABT147,SO4,10,-0.116512,236.1119,26,1.6263
ABT147,SO4,11,-0.117722,238.6015,26,1.6802
ABT147,SO4,12,-0.094156,190.8322,26,1.3402
ABT147,SO4,13,-0.101455,205.5891,26,1.4066
ABT147,SO4,14,-0.099249,201.1291,25,1.3866
ABT147,SO4,15,-0.06946,141.1712,25,1.3804
ABT147,SO4,16,-0.116339,235.7656,26,1.6275
ABT147,SO4,17,-0.070425,143.0449,26,1.3124
ABT147,SO4,18,-0.14839,300.2562,26,1.6142
ABT147,SO4,19,-0.101426,205.5258,26,1.4024
ABT147,SO4,20,-0.104196,211.2285,26,1.5292
ABT147,SO4,21,-0.130602,264.6614,25,1.8189
ABT147,SO4,22,-0.154707,313.2457,26,1.8906
ABT147,SO4,23,-0.157935,319.6702,25,1.8201
ABT147,SO4,24,-0.193216,390.8226,26,1.9664
ABT147,SO4,25,-0.196911,398.517,26,2.2258
ABT147,SO4,26,-0.285339,577.1164,26,2.8586
ABT147,SO4,27,-0.190495,385.8497,26,2.4711
ABT147,SO4,28,-0.13929,282.5554,26,2.2285
ABT147,SO4,29,-0.179756,364.2086,26,2.4423
ABT147,SO4,30,-0.220459,446.192,25,2.5096
ABT147,SO4,31,-0.252438,510.8786,25,2.8371
ABT147,SO4,32,-0.205867,416.4879,25,2.1721
ABT147,SO4,33,-0.212714,430.4064,26,2.3108
ABT147,SO4,34,-0.18451,373.5083,25,2.1736
ABT147,SO4,35,-0.110306,223.7108,25,1.7162
ABT147,SO4,36,-0.112347,227.7678,26,1.6647
ABT147,SO4,37,-0.093663,189.9057,26,1.4059
ABT147,SO4,38,-0.142152,287.739,26,1.6518
ABT147,SO4,39,-0.089106,180.6142,26,1.2853
ABT147,SO4,40,-0.134314,271.9454,25,1.6324
ABT147,SO4,41,-0.107661,217.9809,25,1.3095
ABT147,SO4,42,-0.088988,180.3702,25,1.2782
ABT147,SO4,43,-0.088028,178.2813,25,1.1209
ABT147,SO4,44,-0.088487,179.3971,25,1.3138
ABT147,SO4,45,-0.064977,131.9762,25,1.2082
ABT147,SO4,46,-0.091993,186.345,25,1.2055
ABT147,SO4,47,-0.075914,153.9672,26,1.1881
ABT147,SO4,48,-0.08747,177.2974,26,1.2594
ABT147,SO4,49,-0.073737,149.6629,26,1.2632
ABT147,SO4,50,-0.059042,119.9654,26,1.1408
ABT147,SO4,51,-0.095514,193.5584,26,1.3334
ABT147,SO4,52,-0.076658,155.5155,25,1.238
ABT147,SO4,53,-0.145342,293.8615,4,1.3537
ABT147,Sodium,1,-0.000536,1.3374,27,0.259
ABT147,Sodium,2,-0.001357,3.0823,27,0.351
ABT147,Sodium,3,-0.002546,5.5286,27,0.4051
ABT147,Sodium,4,-0.003995,8.456,27,0.4157
ABT147,Sodium,5,0.00114,-1.8816,25,0.413
ABT147,Sodium,6,-0.003544,7.4683,26,0.3367
ABT147,Sodium,7,0.00032,-0.2928,26,0.3512
ABT147,Sodium,8,-0.001703,3.7585,24,0.3311
ABT147,Sodium,9,-0.001778,3.9126,26,0.3348
ABT147,Sodium,10,-0.005866,12.2504,26,0.4456
ABT147,Sodium,11,-0.005079,10.5787,26,0.3564
ABT147,Sodium,12,-0.007652,15.7354,26,0.3362
ABT147,Sodium,13,-0.004528,9.4268,26,0.3143
ABT147,Sodium,14,-0.007368,15.1544,25,0.3263
ABT147,Sodium,15,0.005777,-11.3419,25,0.2845
ABT147,Sodium,16,-0.002195,4.7704,26,0.3525
ABT147,Sodium,17,0.001615,-3.0474,26,0.2029
ABT147,Sodium,18,0.003687,-7.1769,26,0.2437
ABT147,Sodium,19,-0.001857,3.9363,26,0.1995
ABT147,Sodium,20,-0.000558,1.3445,26,0.2216
ABT147,Sodium,21,0.009149,-18.1797,25,0.2326
ABT147,Sodium,22,-0.000737,1.6964,26,0.2136
ABT147,Sodium,23,0.000514,-0.8888,25,0.1449
ABT147,Sodium,24,0.002685,-5.1899,26,0.214
ABT147,Sodium,25,0.000928,-1.6789,26,0.1885
ABT147,Sodium,26,0.00382,-7.5216,26,0.1666
ABT147,Sodium,27,0.003023,-5.9079,26,0.1758
ABT147,Sodium,28,0.002959,-5.7756,26,0.1787
ABT147,Sodium,29,0.00025,-0.3206,26,0.1824
ABT147,Sodium,30,-0.004038,8.3012,25,0.1745
ABT147,Sodium,31,-0.002468,5.1824,25,0.2152
ABT147,Sodium,32,-0.004399,9.0324,25,0.1792
ABT147,Sodium,33,-0.002658,5.5018,26,0.1516
ABT147,Sodium,34,0.001597,-3.0125,25,0.2019
ABT147,Sodium,35,-0.00467,9.6131,25,0.2146
ABT147,Sodium,36,0.00142,-2.6078,25,0.2509
ABT147,Sodium,37,-0.003192,6.6891,25,0.2652
ABT147,Sodium,38,0.007206,-14.1774,26,0.3247
ABT147,Sodium,39,-0.000872,2.0721,26,0.3176
ABT147,Sodium,40,0.00996,-19.7317,25,0.3131
ABT147,Sodium,41,0.002422,-4.5991,25,0.2745
ABT147,Sodium,42,0.000524,-0.8247,25,0.2307
ABT147,Sodium,43,-0.001917,4.098,25,0.2408
ABT147,Sodium,44,0.007596,-14.9485,25,0.3384
ABT147,Sodium,45,0.000405,-0.5335,25,0.2815
ABT147,Sodium,46,-0.006063,12.433,25,0.2314
ABT147,Sodium,47,-0.009752,19.8931,26,0.2658
ABT147,Sodium,48,-0.003242,6.7637,26,0.2382
ABT147,Sodium,49,-0.001936,4.1087,26,0.2116
ABT147,Sodium,50,-0.00093,2.1703,26,0.2995
ABT147,Sodium,51,0.002041,-3.8051,26,0.3018
ABT147,Sodium,52,0.000335,-0.401,25,0.274
ABT147,Sodium,53,-0.027493,55.6225,4,0.2913
ABT147,TNO3,1,-0.085303,173.9114,27,2.2356
ABT147,TNO3,2,-0.045733,94.1259,27,2.0872
ABT147,TNO3,3,-0.032157,66.9954,27,2.2783
ABT147,TNO3,4,-0.087676,179.0008,27,2.5495
ABT147,TNO3,5,-0.0647,132.78,25,2.5676
ABT147,TNO3,6,-0.090022,183.5459,26,2.3724
ABT147,TNO3,7,-0.083818,170.9459,26,2.2584
ABT147,TNO3,8,-0.083533,170.4113,24,2.2984
