SITE_ID,variable,week,seasonal_mean
ABT147,K,17,0.0471
ABT147,K,18,0.0511
ABT147,K,19,0.0529
ABT147,K,20,0.0552
ABT147,K,21,0.0644
ABT147,K,22,0.0634
ABT147,K,23,0.0652
ABT147,K,24,0.0699
ABT147,K,25,0.0574
ABT147,K,26,0.0945
ABT147,K,27,0.1648
ABT147,K,28,0.0701
ABT147,K,29,0.0621
ABT147,K,30,0.0605
ABT147,K,31,0.0643
ABT147,K,32,0.0568
ABT147,K,33,0.0588
ABT147,K,34,0.0612
ABT147,K,35,0.054
ABT147,K,36,0.058
ABT147,K,37,0.0527
ABT147,K,38,0.0588
ABT147,K,39,0.0692
ABT147,K,40,0.0584
ABT147,K,41,0.0488
ABT147,K,42,0.0454
ABT147,K,43,0.0444
ABT147,K,44,0.0519
ABT147,K,45,0.0498
ABT147,K,46,0.047
ABT147,K,47,0.0524
ABT147,K,48,0.0596
ABT147,K,49,0.0755
ABT147,K,50,0.0509
ABT147,K,51,0.0561
ABT147,K,52,0.0521
ABT147,K,53,0.057
ABT147,MG,1,0.0249
ABT147,MG,2,0.0293
ABT147,MG,3,0.0301
ABT147,MG,4,0.0277
ABT147,MG,5,0.0319
ABT147,MG,6,0.0319
ABT147,MG,7,0.0367
ABT147,MG,8,0.0357
ABT147,MG,9,0.0396
ABT147,MG,10,0.055
ABT147,MG,11,0.0508
ABT147,MG,12,0.0478
ABT147,MG,13,0.0483
ABT147,MG,14,0.0514
ABT147,MG,15,0.0521
ABT147,MG,16,0.065
ABT147,MG,17,0.0413
ABT147,MG,18,0.0465
ABT147,MG,19,0.0418
ABT147,MG,20,0.0425
ABT147,MG,21,0.0444
ABT147,MG,22,0.0422
ABT147,MG,23,0.0335
ABT147,MG,24,0.0397
ABT147,MG,25,0.037
ABT147,MG,26,0.0395
ABT147,MG,27,0.0453
ABT147,MG,28,0.0365
ABT147,MG,29,0.038
ABT147,MG,30,0.0332
ABT147,MG,31,0.0406
ABT147,MG,32,0.0332
ABT147,MG,33,0.0308
ABT147,MG,34,0.0375
ABT147,MG,35,0.0368
ABT147,MG,36,0.042
ABT147,MG,37,0.0416
ABT147,MG,38,0.0501
ABT147,MG,39,0.0481
ABT147,MG,40,0.0521
ABT147,MG,41,0.0478
ABT147,MG,42,0.0412
ABT147,MG,43,0.0385
ABT147,MG,44,0.0511
ABT147,MG,45,0.044
ABT147,MG,46,0.036
ABT147,MG,47,0.0382
ABT147,MG,48,0.034
ABT147,MG,49,0.0244
ABT147,MG,50,0.0309
ABT147,MG,51,0.0314
ABT147,MG,52,0.0255
ABT147,MG,53,0.0302
ABT147,NH4,1,0.7087
ABT147,NH4,2,0.6041
ABT147,NH4,3,0.6365
ABT147,NH4,4,0.6691
ABT147,NH4,5,0.7364
ABT147,NH4,6,0.6634
ABT147,NH4,7,0.6195
ABT147,NH4,8,0.7138
ABT147,NH4,9,0.528
ABT147,NH4,10,0.5942
ABT147,NH4,11,0.6515
ABT147,NH4,12,0.4514
ABT147,NH4,13,0.4912
ABT147,NH4,14,0.4361
ABT147,NH4,15,0.4432
ABT147,NH4,16,0.4963
ABT147,NH4,17,0.451
ABT147,NH4,18,0.5387
ABT147,NH4,19,0.468
ABT147,NH4,20,0.4914
ABT147,NH4,21,0.575
ABT147,NH4,22,0.6132
ABT147,NH4,23,0.612
ABT147,NH4,24,0.662
ABT147,NH4,25,0.7403
ABT147,NH4,26,0.9719
ABT147,NH4,27,0.797
ABT147,NH4,28,0.7052
ABT147,NH4,29,0.8275
ABT147,NH4,30,0.814
ABT147,NH4,31,0.9273
ABT147,NH4,32,0.7271
ABT147,NH4,33,0.7962
ABT147,NH4,34,0.7051
ABT147,NH4,35,0.5618
ABT147,NH4,36,0.5257
ABT147,NH4,37,0.4411
ABT147,NH4,38,0.5101
ABT147,NH4,39,0.4099
ABT147,NH4,40,0.5605
ABT147,NH4,41,0.4626
ABT147,NH4,42,0.468
ABT147,NH4,43,0.374
ABT147,NH4,44,0.4966
ABT147,NH4,45,0.5152
ABT147,NH4,46,0.5614
ABT147,NH4,47,0.5498
ABT147,NH4,48,0.5762
ABT147,NH4,49,0.6571
ABT147,NH4,50,0.5198
ABT147,NH4,51,0.6527
ABT147,NH4,52,0.5878
ABT147,NH4,53,0.6475
ABT147,NO3,1,1.3217
ABT147,NO3,2,1.2545
ABT147,NO3,3,1.3904
ABT147,NO3,4,1.3003
ABT147,NO3,5,1.3743
ABT147,NO3,6,1.2878
ABT147,NO3,7,1.1788
ABT147,NO3,8,1.1734
ABT147,NO3,9,0.9372
ABT147,NO3,10,1.0658
ABT147,NO3,11,1.076
ABT147,NO3,12,0.736
ABT147,NO3,13,0.7937
ABT147,NO3,14,0.6783
ABT147,NO3,15,0.624
ABT147,NO3,16,0.6527
ABT147,NO3,17,0.5459
ABT147,NO3,18,0.5057
ABT147,NO3,19,0.4734
ABT147,NO3,20,0.4042
ABT147,NO3,21,0.3907
ABT147,NO3,22,0.3643
ABT147,NO3,23,0.3264
ABT147,NO3,24,0.3715
ABT147,NO3,25,0.3185
ABT147,NO3,26,0.3177
ABT147,NO3,27,0.3388
ABT147,NO3,28,0.2604
ABT147,NO3,29,0.2824
ABT147,NO3,30,0.2435
ABT147,NO3,31,0.2958
ABT147,NO3,32,0.2868
ABT147,NO3,33,0.2833
ABT147,NO3,34,0.3137
ABT147,NO3,35,0.3756
ABT147,NO3,36,0.4843
ABT147,NO3,37,0.4291
ABT147,NO3,38,0.4349
ABT147,NO3,39,0.4862
ABT147,NO3,40,0.5838
ABT147,NO3,41,0.5421
ABT147,NO3,42,0.6053
ABT147,NO3,43,0.5036
ABT147,NO3,44,0.872
ABT147,NO3,45,0.8976
ABT147,NO3,46,0.9808
ABT147,NO3,47,1.0551
ABT147,NO3,48,1.0064
ABT147,NO3,49,1.2347
ABT147,NO3,50,1.0052
ABT147,NO3,51,1.3072
ABT147,NO3,52,1.0459
ABT147,NO3,53,1.074
ABT147,SO2,1,4.1974
ABT147,SO2,2,3.0795
ABT147,SO2,3,3.6006
ABT147,SO2,4,4.8436
ABT147,SO2,5,4.3426
ABT147,SO2,6,3.5928
ABT147,SO2,7,3.2964
ABT147,SO2,8,3.0599
ABT147,SO2,9,2.3521
ABT147,SO2,10,2.36
ABT147,SO2,11,2.3658
ABT147,SO2,12,1.4641
ABT147,SO2,13,1.4174
ABT147,SO2,14,1.2582
ABT147,SO2,15,1.1456
ABT147,SO2,16,1.5311
ABT147,SO2,17,1.0599
ABT147,SO2,18,1.2766
ABT147,SO2,19,0.964
ABT147,SO2,20,0.8862
ABT147,SO2,21,0.8635
ABT147,SO2,22,0.8152
ABT147,SO2,23,0.9266
ABT147,SO2,24,0.8563
ABT147,SO2,25,1.0885
ABT147,SO2,26,1.2438
ABT147,SO2,27,0.9421
ABT147,SO2,28,0.8589
ABT147,SO2,29,0.9914
ABT147,SO2,30,1.0641
ABT147,SO2,31,1.1312
ABT147,SO2,32,1.0195
ABT147,SO2,33,1.0266
ABT147,SO2,34,1.0279
ABT147,SO2,35,0.8211
ABT147,SO2,36,0.9502
ABT147,SO2,37,0.7994
ABT147,SO2,38,0.839
ABT147,SO2,39,0.8561
ABT147,SO2,40,1.1396
ABT147,SO2,41,1.2952
ABT147,SO2,42,1.372
ABT147,SO2,43,1.5418
ABT147,SO2,44,1.9051
ABT147,SO2,45,1.8067
ABT147,SO2,46,2.6387
ABT147,SO2,47,2.2428
ABT147,SO2,48,2.1322
ABT147,SO2,49,3.6679
ABT147,SO2,50,2.136
ABT147,SO2,51,3.7298
ABT147,SO2,52,2.6879
ABT147,SO2,53,3.0585
ABT147,SO4,1,1.3697
ABT147,SO4,2,1.2509
ABT147,SO4,3,1.2692
ABT147,SO4,4,1.4054
ABT147,SO4,5,1.7153
ABT147,SO4,6,1.4368
ABT147,SO4,7,1.4645
ABT147,SO4,8,1.7401
ABT147,SO4,9,1.3469
ABT147,SO4,10,1.6312
ABT147,SO4,11,1.6852
ABT147,SO4,12,1.3442
ABT147,SO4,13,1.4108
ABT147,SO4,14,1.3848
ABT147,SO4,15,1.3541
ABT147,SO4,16,1.6324
ABT147,SO4,17,1.3154
ABT147,SO4,18,1.6205
ABT147,SO4,19,1.4067
ABT147,SO4,20,1.5336
ABT147,SO4,21,1.7695
ABT147,SO4,22,1.8971
ABT147,SO4,23,1.792
ABT147,SO4,24,1.9745
ABT147,SO4,25,2.2341
ABT147,SO4,26,2.8707
ABT147,SO4,27,2.4791
ABT147,SO4,28,2.2344
ABT147,SO4,29,2.4498
ABT147,SO4,30,2.5056
ABT147,SO4,31,2.8326
ABT147,SO4,32,2.1684
ABT147,SO4,33,2.3198
ABT147,SO4,34,2.1703
ABT147,SO4,35,1.7142
ABT147,SO4,36,1.6694
ABT147,SO4,37,1.4098
ABT147,SO4,38,1.6578
ABT147,SO4,39,1.2891
ABT147,SO4,40,1.673
ABT147,SO4,41,1.342
ABT147,SO4,42,1.3051
ABT147,SO4,43,1.1264
ABT147,SO4,44,1.3158
ABT147,SO4,45,1.2175
ABT147,SO4,46,1.2186
ABT147,SO4,47,1.1913
ABT147,SO4,48,1.2631
ABT147,SO4,49,1.2663
ABT147,SO4,50,1.1433
ABT147,SO4,51,1.3374
ABT147,SO4,52,1.2673
ABT147,SO4,53,1.4325
ABT147,Sodium,1,0.2589
ABT147,Sodium,2,0.3504
ABT147,Sodium,3,0.404
ABT147,Sodium,4,0.4139
ABT147,Sodium,5,0.4125
ABT147,Sodium,6,0.3368
ABT147,Sodium,7,0.3512
ABT147,Sodium,8,0.331
ABT147,Sodium,9,0.3348
ABT147,Sodium,10,0.4458
ABT147,Sodium,11,0.3566
ABT147,Sodium,12,0.3365
ABT147,Sodium,13,0.3145
ABT147,Sodium,14,0.3262
ABT147,Sodium,15,0.2867
ABT147,Sodium,16,0.3526
ABT147,Sodium,17,0.2028
ABT147,Sodium,18,0.2436
ABT147,Sodium,19,0.1996
ABT147,Sodium,20,0.2216
ABT147,Sodium,21,0.236
ABT147,Sodium,22,0.2137
ABT147,Sodium,23,0.145
ABT147,Sodium,24,0.2139
ABT147,Sodium,25,0.1885
ABT147,Sodium,26,0.1665
ABT147,Sodium,27,0.1757
ABT147,Sodium,28,0.1786
ABT147,Sodium,29,0.1823
ABT147,Sodium,30,0.1744
ABT147,Sodium,31,0.2152
ABT147,Sodium,32,0.1792
ABT147,Sodium,33,0.1517
ABT147,Sodium,34,0.2019
ABT147,Sodium,35,0.2146
ABT147,Sodium,36,0.2507
ABT147,Sodium,37,0.2655
ABT147,Sodium,38,0.3243
ABT147,Sodium,39,0.3176
ABT147,Sodium,40,0.31
ABT147,Sodium,41,0.2738
ABT147,Sodium,42,0.2305
ABT147,Sodium,43,0.2409
ABT147,Sodium,44,0.3382
ABT147,Sodium,45,0.2814
ABT147,Sodium,46,0.2322
ABT147,Sodium,47,0.2662
ABT147,Sodium,48,0.2384
ABT147,Sodium,49,0.2117
ABT147,Sodium,50,0.2996
ABT147,Sodium,51,0.3017
ABT147,Sodium,52,0.2739
ABT147,Sodium,53,0.3062
ABT147,TNO3,1,2.2219
ABT147,TNO3,2,2.0662
ABT147,TNO3,3,2.2636
ABT147,TNO3,4,2.5093
ABT147,TNO3,5,2.5949
ABT147,TNO3,6,2.3762
ABT147,TNO3,7,2.2619
ABT147,TNO3,8,2.295
ABT147,TNO3,9,1.9608
ABT147,TNO3,10,2.2219
ABT147,TNO3,11,2.2704
ABT147,TNO3,12,1.5578
ABT147,TNO3,13,1.7171
ABT147,TNO3,14,1.5292
ABT147,TNO3,15,1.5541
ABT147,TNO3,16,1.7567
ABT147,TNO3,17,1.5353
ABT147,TNO3,18,1.6529
ABT147,TNO3,19,1.4967
ABT147,TNO3,20,1.3928
ABT147,TNO3,21,1.4159
ABT147,TNO3,22,1.5312
ABT147,TNO3,23,1.4002
ABT147,TNO3,24,1.4292
ABT147,TNO3,25,1.6929
ABT147,TNO3,26,1.7289
ABT147,TNO3,27,1.5255
ABT147,TNO3,28,1.478
ABT147,TNO3,29,1.574
ABT147,TNO3,30,1.5539
ABT147,TNO3,31,1.7012
ABT147,TNO3,32,1.3156
ABT147,TNO3,33,1.4254
ABT147,TNO3,34,1.4704
ABT147,TNO3,35,1.2171
ABT147,TNO3,36,1.4104
ABT147,TNO3,37,1.1985
ABT147,TNO3,38,1.3041
ABT147,TNO3,39,1.1853
ABT147,TNO3,40,1.46
ABT147,TNO3,41,1.4321
ABT147,TNO3,42,1.4927
ABT147,TNO3,43,1.3083
ABT147,TNO3,44,1.8313
ABT147,TNO3,45,1.7503
ABT147,TNO3,46,1.8329
ABT147,TNO3,47,1.8673
ABT147,TNO3,48,1.7284
ABT147,TNO3,49,2.1442
ABT147,TNO3,50,1.7351
ABT147,TNO3,51,2.18
ABT147,TNO3,52,1.7945
ABT147,TNO3,53,1.8428
ACA416,CA,1,0.0436
ACA416,CA,2,0.0439
ACA416,CA,3,0.0399
ACA416,CA,4,0.0481
ACA416,CA,5,0.0455
ACA416,CA,6,0.0476
ACA416,CA,7,0.0813
ACA416,CA,8,0.0554
ACA416,CA,9,0.0567
ACA416,CA,10,0.0683
ACA416,CA,11,0.0636
ACA416,CA,12,0.0575
ACA416,CA,13,0.0599
ACA416,CA,14,0.07
ACA416,CA,15,0.0828
ACA416,CA,16,0.0862
ACA416,CA,17,0.0702
ACA416,CA,18,0.0706
ACA416,CA,19,0.0724
ACA416,CA,20,0.0658
ACA416,CA,21,0.1194
ACA416,CA,22,0.0584
ACA416,CA,23,0.0618
ACA416,CA,24,0.0573
ACA416,CA,25,0.0568
ACA416,CA,26,0.0618
ACA416,CA,27,0.0551
ACA416,CA,28,0.055
ACA416,CA,29,0.06
ACA416,CA,30,0.0466
ACA416,CA,31,0.059
ACA416,CA,32,0.0492
ACA416,CA,33,0.0586
ACA416,CA,34,0.0694
ACA416,CA,35,0.0524
ACA416,CA,36,0.062
ACA416,CA,37,0.0511
ACA416,CA,38,0.0608
ACA416,CA,39,0.0567
ACA416,CA,40,0.0629
ACA416,CA,41,0.074
ACA416,CA,42,0.0708
ACA416,CA,43,0.054
ACA416,CA,44,0.0533
ACA416,CA,45,0.0604
ACA416,CA,46,0.0537
ACA416,CA,47,0.0486
ACA416,CA,48,0.0462
ACA416,CA,49,0.0448
ACA416,CA,50,0.0411
ACA416,CA,51,0.0388
ACA416,CA,52,0.0373
ACA416,CA,53,0.0318
ACA416,HNO3,1,0.4927
ACA416,HNO3,2,0.4542
ACA416,HNO3,3,0.4747
ACA416,HNO3,4,0.5467
ACA416,HNO3,5,0.5882
ACA416,HNO3,6,0.4473
ACA416,HNO3,7,0.5161
ACA416,HNO3,8,0.4787
ACA416,HNO3,9,0.3545
ACA416,HNO3,10,0.3987
ACA416,HNO3,11,0.4458
ACA416,HNO3,12,0.2507
ACA416,HNO3,13,0.3094
ACA416,HNO3,14,0.2739
ACA416,HNO3,15,0.287
ACA416,HNO3,16,0.3559
ACA416,HNO3,17,0.337
ACA416,HNO3,18,0.4396
ACA416,HNO3,19,0.3368
ACA416,HNO3,20,0.4328
ACA416,HNO3,21,0.4059
ACA416,HNO3,22,0.4832
ACA416,HNO3,23,0.5001
ACA416,HNO3,24,0.5764
ACA416,HNO3,25,0.649
ACA416,HNO3,26,0.7484
ACA416,HNO3,27,0.7459
ACA416,HNO3,28,0.654
ACA416,HNO3,29,0.6959
ACA416,HNO3,30,0.6546
ACA416,HNO3,31,0.877
ACA416,HNO3,32,0.6691
ACA416,HNO3,33,0.7312
ACA416,HNO3,34,0.6073
ACA416,HNO3,35,0.4836
ACA416,HNO3,36,0.4772
ACA416,HNO3,37,0.4045
ACA416,HNO3,38,0.4726
ACA416,HNO3,39,0.4037
ACA416,HNO3,40,0.4093
ACA416,HNO3,41,0.4505
ACA416,HNO3,42,0.2827
ACA416,HNO3,43,0.3281
ACA416,HNO3,44,0.3798
ACA416,HNO3,45,0.304
ACA416,HNO3,46,0.4197
ACA416,HNO3,47,0.424
ACA416,HNO3,48,0.3125
ACA416,HNO3,49,0.4357
ACA416,HNO3,50,0.3322
ACA416,HNO3,51,0.3942
ACA416,HNO3,52,0.3616
ACA416,HNO3,53,0.3155
ACA416,K,1,0.0378
ACA416,K,2,0.0416
ACA416,K,3,0.0404
ACA416,K,4,0.0406
ACA416,K,5,0.0524
ACA416,K,6,0.0383
ACA416,K,7,0.0463
ACA416,K,8,0.0469
ACA416,K,9,0.0406
ACA416,K,10,0.0458
ACA416,K,11,0.0412
ACA416,K,12,0.0343
ACA416,K,13,0.0378
ACA416,K,14,0.0403
ACA416,K,15,0.0433
ACA416,K,16,0.0451
ACA416,K,17,0.0367
ACA416,K,18,0.0386
ACA416,K,19,0.0366
ACA416,K,20,0.0613
ACA416,K,21,0.0611
ACA416,K,22,0.0494
ACA416,K,23,0.0551
ACA416,K,24,0.0646
ACA416,K,25,0.0516
ACA416,K,26,0.056
ACA416,K,27,0.0714
ACA416,K,28,0.0468
ACA416,K,29,0.0591
ACA416,K,30,0.05
ACA416,K,31,0.0708
ACA416,K,32,0.0544
ACA416,K,33,0.0393
ACA416,K,34,0.0483
ACA416,K,35,0.0362
ACA416,K,36,0.0579
ACA416,K,37,0.046
ACA416,K,38,0.04
ACA416,K,39,0.0402
ACA416,K,40,0.0529
ACA416,K,41,0.0425
ACA416,K,42,0.0405
ACA416,K,43,0.0559
ACA416,K,44,0.0407
ACA416,K,45,0.0423
ACA416,K,46,0.038
ACA416,K,47,0.0891
ACA416,K,48,0.0384
ACA416,K,49,0.0374
ACA416,K,50,0.0373
ACA416,K,51,0.0362
ACA416,K,52,0.036
ACA416,K,53,0.0382
ACA416,MG,1,0.0344
ACA416,MG,2,0.0457
ACA416,MG,3,0.0445
ACA416,MG,4,0.0444
ACA416,MG,5,0.0406
ACA416,MG,6,0.0424
ACA416,MG,7,0.0585
ACA416,MG,8,0.0548
ACA416,MG,9,0.0593
ACA416,MG,10,0.0733
ACA416,MG,11,0.0554
ACA416,MG,12,0.0506
ACA416,MG,13,0.0518
ACA416,MG,14,0.0633
ACA416,MG,15,0.0651
ACA416,MG,16,0.0647
ACA416,MG,17,0.0516
ACA416,MG,18,0.0523
ACA416,MG,19,0.0429
ACA416,MG,20,0.0469
ACA416,MG,21,0.0546
ACA416,MG,22,0.0406
ACA416,MG,23,0.0326
ACA416,MG,24,0.0437
ACA416,MG,25,0.0338
ACA416,MG,26,0.032
ACA416,MG,27,0.0342
ACA416,MG,28,0.032
ACA416,MG,29,0.0326
ACA416,MG,30,0.0282
ACA416,MG,31,0.0362
ACA416,MG,32,0.0255
ACA416,MG,33,0.0293
ACA416,MG,34,0.039
ACA416,MG,35,0.0347
ACA416,MG,36,0.0388
ACA416,MG,37,0.0416
ACA416,MG,38,0.0462
ACA416,MG,39,0.0459
ACA416,MG,40,0.0525
ACA416,MG,41,0.0593
ACA416,MG,42,0.0542
ACA416,MG,43,0.0534
ACA416,MG,44,0.0537
ACA416,MG,45,0.0566
ACA416,MG,46,0.0481
ACA416,MG,47,0.0486
ACA416,MG,48,0.0555
ACA416,MG,49,0.0412
ACA416,MG,50,0.0465
ACA416,MG,51,0.0397
ACA416,MG,52,0.0393
ACA416,MG,53,0.0388
ACA416,NH4,1,0.2888
ACA416,NH4,2,0.2836
ACA416,NH4,3,0.2679
ACA416,NH4,4,0.321
ACA416,NH4,5,0.3259
ACA416,NH4,6,0.2975
ACA416,NH4,7,0.31
ACA416,NH4,8,0.3043
ACA416,NH4,9,0.2505
ACA416,NH4,10,0.2995
ACA416,NH4,11,0.2998
ACA416,NH4,12,0.2315
ACA416,NH4,13,0.2557
ACA416,NH4,14,0.2371
ACA416,NH4,15,0.2382
ACA416,NH4,16,0.3022
ACA416,NH4,17,0.2517
ACA416,NH4,18,0.292
ACA416,NH4,19,0.2378
ACA416,NH4,20,0.25
ACA416,NH4,21,0.2974
ACA416,NH4,22,0.2998
ACA416,NH4,23,0.3153
ACA416,NH4,24,0.348
ACA416,NH4,25,0.3801
ACA416,NH4,26,0.5665
ACA416,NH4,27,0.4576
ACA416,NH4,28,0.384
ACA416,NH4,29,0.4216
ACA416,NH4,30,0.4008
ACA416,NH4,31,0.5418
ACA416,NH4,32,0.3812
ACA416,NH4,33,0.4508
ACA416,NH4,34,0.3871
ACA416,NH4,35,0.3068
ACA416,NH4,36,0.3088
ACA416,NH4,37,0.2427
ACA416,NH4,38,0.2802
ACA416,NH4,39,0.2347
ACA416,NH4,40,0.2899
ACA416,NH4,41,0.232
ACA416,NH4,42,0.2129
ACA416,NH4,43,0.2042
ACA416,NH4,44,0.2329
ACA416,NH4,45,0.2318
ACA416,NH4,46,0.2375
ACA416,NH4,47,0.2538
ACA416,NH4,48,0.2303
ACA416,NH4,49,0.289
ACA416,NH4,50,0.2209
ACA416,NH4,51,0.2294
ACA416,NH4,52,0.2182
ACA416,NH4,53,0.222
ACA416,NO3,1,0.4244
ACA416,NO3,2,0.5793
ACA416,NO3,3,0.5337
ACA416,NO3,4,0.6152
ACA416,NO3,5,0.5356
ACA416,NO3,6,0.564
ACA416,NO3,7,0.672
ACA416,NO3,8,0.5949
ACA416,NO3,9,0.4704
ACA416,NO3,10,0.5303
ACA416,NO3,11,0.4862
ACA416,NO3,12,0.3585
ACA416,NO3,13,0.4178
ACA416,NO3,14,0.3781
ACA416,NO3,15,0.4331
ACA416,NO3,16,0.4127
ACA416,NO3,17,0.3921
ACA416,NO3,18,0.3579
ACA416,NO3,19,0.3857
ACA416,NO3,20,0.2872
ACA416,NO3,21,0.3842
ACA416,NO3,22,0.2569
ACA416,NO3,23,0.2177
ACA416,NO3,24,0.2662
ACA416,NO3,25,0.1952
ACA416,NO3,26,0.1947
ACA416,NO3,27,0.1976
ACA416,NO3,28,0.1848
ACA416,NO3,29,0.1915
ACA416,NO3,30,0.1727
ACA416,NO3,31,0.1796
ACA416,NO3,32,0.1494
ACA416,NO3,33,0.1635
ACA416,NO3,34,0.2616
ACA416,NO3,35,0.2363
ACA416,NO3,36,0.3212
ACA416,NO3,37,0.2735
ACA416,NO3,38,0.303
ACA416,NO3,39,0.321
ACA416,NO3,40,0.343
ACA416,NO3,41,0.4002
ACA416,NO3,42,0.4418
ACA416,NO3,43,0.2864
ACA416,NO3,44,0.422
ACA416,NO3,45,0.5486
ACA416,NO3,46,0.4859
ACA416,NO3,47,0.3978
ACA416,NO3,48,0.4345
ACA416,NO3,49,0.5658
ACA416,NO3,50,0.4059
ACA416,NO3,51,0.4867
ACA416,NO3,52,0.3891
ACA416,NO3,53,0.3828
ACA416,SO2,1,1.5776
ACA416,SO2,2,1.9316
ACA416,SO2,3,1.6692
ACA416,SO2,4,1.9018
ACA416,SO2,5,1.8131
ACA416,SO2,6,1.6807
ACA416,SO2,7,1.6374
ACA416,SO2,8,1.2647
ACA416,SO2,9,1.1038
ACA416,SO2,10,1.1113
ACA416,SO2,11,1.0911
ACA416,SO2,12,0.7631
ACA416,SO2,13,0.8316
ACA416,SO2,14,0.6512
ACA416,SO2,15,0.6207
ACA416,SO2,16,0.6709
ACA416,SO2,17,0.569
ACA416,SO2,18,0.7095
ACA416,SO2,19,0.6053
ACA416,SO2,20,0.5832
ACA416,SO2,21,0.6513
ACA416,SO2,22,0.5509
ACA416,SO2,23,0.4993
ACA416,SO2,24,0.6425
ACA416,SO2,25,0.7738
ACA416,SO2,26,0.8517
ACA416,SO2,27,0.7119
ACA416,SO2,28,0.6213
ACA416,SO2,29,0.7233
ACA416,SO2,30,0.6575
ACA416,SO2,31,0.8256
ACA416,SO2,32,0.7479
ACA416,SO2,33,0.8044
ACA416,SO2,34,0.7263
ACA416,SO2,35,0.5969
ACA416,SO2,36,0.7802
ACA416,SO2,37,0.559
ACA416,SO2,38,0.6614
ACA416,SO2,39,0.7569
ACA416,SO2,40,0.6845
ACA416,SO2,41,0.7149
ACA416,SO2,42,0.6605
ACA416,SO2,43,0.6733
