SITE_ID,variable,week,seasonal_mean
AB32,SO4,23,0.9476
AB32,SO4,24,1.078
AB32,SO4,25,0.7447
AB32,SO4,26,0.8184
AB32,SO4,27,1.0029
AB32,SO4,28,1.0289
AB32,SO4,29,1.2253
AB32,SO4,30,0.631
AB32,SO4,31,1.0314
AB32,SO4,32,0.6927
AB32,SO4,33,0.81
AB32,SO4,34,1.0647
AB32,SO4,35,0.8705
AB32,SO4,36,0.637
AB32,SO4,37,1.2704
AB32,SO4,38,1.4779
AB32,SO4,39,1.0159
AB32,SO4,40,0.532
AB32,SO4,41,0.7432
AB32,SO4,42,0.8373
AB32,SO4,43,0.725
AB32,SO4,44,0.8509
AB32,SO4,45,1.9191
AB32,SO4,46,0.7057
AB32,SO4,47,0.5174
AB32,SO4,48,0.4985
AB32,SO4,49,0.4362
AB32,SO4,50,0.3816
AB32,SO4,51,0.351
AB32,SO4,52,0.2753
AB32,Sodium,1,0.1433
AB32,Sodium,2,0.1315
AB32,Sodium,3,0.1396
AB32,Sodium,4,0.1024
AB32,Sodium,5,0.1342
AB32,Sodium,6,0.1213
AB32,Sodium,7,0.2703
AB32,Sodium,8,0.2749
AB32,Sodium,9,0.357
AB32,Sodium,10,0.2538
AB32,Sodium,11,0.206
AB32,Sodium,12,0.493
AB32,Sodium,13,0.4665
AB32,Sodium,14,0.1035
AB32,Sodium,15,0.1942
AB32,Sodium,16,0.4002
AB32,Sodium,17,0.176
AB32,Sodium,18,0.6218
AB32,Sodium,19,0.1868
AB32,Sodium,20,0.049
AB32,Sodium,21,0.026
AB32,Sodium,22,0.0382
AB32,Sodium,23,0.1089
AB32,Sodium,24,0.053
AB32,Sodium,25,0.0948
AB32,Sodium,26,0.053
AB32,Sodium,27,0.0798
AB32,Sodium,28,0.0397
AB32,Sodium,29,0.029
AB32,Sodium,30,0.0339
AB32,Sodium,31,0.047
AB32,Sodium,32,0.0245
AB32,Sodium,33,0.0487
AB32,Sodium,34,0.0626
AB32,Sodium,35,0.0807
AB32,Sodium,36,0.0616
AB32,Sodium,37,0.0503
AB32,Sodium,38,0.128
AB32,Sodium,39,0.0927
AB32,Sodium,40,0.0648
AB32,Sodium,41,0.049
AB32,Sodium,42,0.0906
AB32,Sodium,43,0.0836
AB32,Sodium,44,0.0343
AB32,Sodium,45,0.2211
AB32,Sodium,46,0.1317
AB32,Sodium,47,0.0786
AB32,Sodium,48,0.0611
AB32,Sodium,49,0.0938
AB32,Sodium,50,0.0842
AB32,Sodium,51,0.1347
AB32,Sodium,52,0.072
AB34,CA,1,0.0715
AB34,CA,2,0.0828
AB34,CA,3,0.0574
AB34,CA,4,0.0858
AB34,CA,5,0.0806
AB34,CA,6,0.1038
AB34,CA,7,0.1522
AB34,CA,8,0.104
AB34,CA,9,0.1312
AB34,CA,10,0.1438
AB34,CA,11,0.465
AB34,CA,12,0.2295
AB34,CA,13,0.648
AB34,CA,14,0.273
AB34,CA,15,0.367
AB34,CA,16,0.307
AB34,CA,17,0.3833
AB34,CA,18,0.3275
AB34,CA,19,0.1625
AB34,CA,20,0.2087
AB34,CA,21,0.1386
AB34,CA,22,0.2175
AB34,CA,23,0.0724
AB34,CA,24,0.1688
AB34,CA,25,0.1618
AB34,CA,26,0.1002
AB34,CA,27,0.1048
AB34,CA,28,0.2064
AB34,CA,29,0.1521
AB34,CA,30,0.1629
AB34,CA,31,0.1563
AB34,CA,32,0.1417
AB34,CA,33,0.217
AB34,CA,34,0.2307
AB34,CA,35,0.2928
AB34,CA,36,0.1183
AB34,CA,37,0.1722
AB34,CA,38,0.331
AB34,CA,39,0.4196
AB34,CA,40,0.478
AB34,CA,41,0.3283
AB34,CA,42,0.1871
AB34,CA,43,0.148
AB34,CA,44,0.1925
AB34,CA,45,0.1023
AB34,CA,46,0.172
AB34,CA,47,0.1393
AB34,CA,48,0.0918
AB34,CA,49,0.067
AB34,CA,50,0.1391
AB34,CA,51,0.0624
AB34,CA,52,0.1523
AB34,CA,53,0.054
AB34,CL,1,0.0648
AB34,CL,2,0.0472
AB34,CL,3,0.0602
AB34,CL,4,0.0465
AB34,CL,5,0.0498
AB34,CL,6,0.1288
AB34,CL,7,0.197
AB34,CL,8,0.0738
AB34,CL,9,0.0596
AB34,CL,10,0.0778
AB34,CL,11,0.2475
AB34,CL,12,0.0665
AB34,CL,13,0.1816
AB34,CL,14,0.089
AB34,CL,15,0.115
AB34,CL,16,0.049
AB34,CL,17,0.0963
AB34,CL,18,0.074
AB34,CL,19,0.0365
AB34,CL,20,0.0363
AB34,CL,21,0.0414
AB34,CL,22,0.0542
AB34,CL,23,0.0292
AB34,CL,24,0.0356
AB34,CL,25,0.0505
AB34,CL,26,0.0388
AB34,CL,27,0.0368
AB34,CL,28,0.0414
AB34,CL,29,0.0384
AB34,CL,30,0.0387
AB34,CL,31,0.0399
AB34,CL,32,0.048
AB34,CL,33,0.0353
AB34,CL,34,0.0489
AB34,CL,35,0.0404
AB34,CL,36,0.0313
AB34,CL,37,0.0356
AB34,CL,38,0.0458
AB34,CL,39,0.0716
AB34,CL,40,0.1028
AB34,CL,41,0.0671
AB34,CL,42,0.0326
AB34,CL,43,0.0355
AB34,CL,44,0.0457
AB34,CL,45,0.045
AB34,CL,46,0.0614
AB34,CL,47,0.0373
AB34,CL,48,0.045
AB34,CL,49,0.042
AB34,CL,50,0.0621
AB34,CL,51,0.0576
AB34,CL,52,0.1987
AB34,CL,53,0.096
AB34,K,1,0.0125
AB34,K,2,0.0124
AB34,K,3,0.0158
AB34,K,4,0.0275
AB34,K,5,0.022
AB34,K,6,0.0227
AB34,K,7,0.0325
AB34,K,8,0.0182
AB34,K,9,0.0158
AB34,K,10,0.0104
AB34,K,11,0.0182
AB34,K,12,0.023
AB34,K,13,0.0296
AB34,K,14,0.0266
AB34,K,15,0.064
AB34,K,16,0.0637
AB34,K,17,0.074
AB34,K,18,0.0528
AB34,K,19,0.02
AB34,K,20,0.027
AB34,K,21,0.0622
AB34,K,22,0.0588
AB34,K,23,0.0404
AB34,K,24,0.0632
AB34,K,25,0.0312
AB34,K,26,0.022
AB34,K,27,0.0246
AB34,K,28,0.0376
AB34,K,29,0.0264
AB34,K,30,0.0324
AB34,K,31,0.025
AB34,K,32,0.0348
AB34,K,33,0.0256
AB34,K,34,0.0487
AB34,K,35,0.043
AB34,K,36,0.0237
AB34,K,37,0.0352
AB34,K,38,0.025
AB34,K,39,0.0346
AB34,K,40,0.0595
AB34,K,41,0.0301
AB34,K,42,0.0244
AB34,K,43,0.0228
AB34,K,44,0.021
AB34,K,45,0.0316
AB34,K,46,0.0376
AB34,K,47,0.045
AB34,K,48,0.0283
AB34,K,49,0.019
AB34,K,50,0.0201
AB34,K,51,0.0116
AB34,K,52,0.0223
AB34,K,53,0.007
AB34,MG,1,0.0118
AB34,MG,2,0.013
AB34,MG,3,0.008
AB34,MG,4,0.0135
AB34,MG,5,0.0138
AB34,MG,6,0.014
AB34,MG,7,0.017
AB34,MG,8,0.0158
AB34,MG,9,0.021
AB34,MG,10,0.0264
AB34,MG,11,0.052
AB34,MG,12,0.033
AB34,MG,13,0.1008
AB34,MG,14,0.055
AB34,MG,15,0.057
AB34,MG,16,0.0497
AB34,MG,17,0.083
AB34,MG,18,0.0655
AB34,MG,19,0.0265
AB34,MG,20,0.041
AB34,MG,21,0.0284
AB34,MG,22,0.039
AB34,MG,23,0.013
AB34,MG,24,0.0278
AB34,MG,25,0.0287
AB34,MG,26,0.0157
AB34,MG,27,0.0146
AB34,MG,28,0.0318
AB34,MG,29,0.0284
AB34,MG,30,0.0244
AB34,MG,31,0.029
AB34,MG,32,0.0243
AB34,MG,33,0.034
AB34,MG,34,0.0486
AB34,MG,35,0.0516
AB34,MG,36,0.0173
AB34,MG,37,0.036
AB34,MG,38,0.0548
AB34,MG,39,0.0654
AB34,MG,40,0.0822
AB34,MG,41,0.046
AB34,MG,42,0.035
AB34,MG,43,0.0287
AB34,MG,44,0.027
AB34,MG,45,0.0193
AB34,MG,46,0.0292
AB34,MG,47,0.025
AB34,MG,48,0.0132
AB34,MG,49,0.0092
AB34,MG,50,0.0273
AB34,MG,51,0.0094
AB34,MG,52,0.0193
AB34,MG,53,0.009
AB34,NH4,1,0.0433
AB34,NH4,2,0.0248
AB34,NH4,3,0.0422
AB34,NH4,4,0.0248
AB34,NH4,5,0.0244
AB34,NH4,6,0.0305
AB34,NH4,7,0.034
AB34,NH4,8,0.053
AB34,NH4,9,0.0702
AB34,NH4,10,0.0844
AB34,NH4,11,0.117
AB34,NH4,12,0.181
AB34,NH4,13,0.2932
AB34,NH4,14,0.2698
AB34,NH4,15,0.412
AB34,NH4,16,0.0683
AB34,NH4,17,0.282
AB34,NH4,18,0.3322
AB34,NH4,19,0.2455
AB34,NH4,20,0.411
AB34,NH4,21,0.5056
AB34,NH4,22,0.6572
AB34,NH4,23,0.1634
AB34,NH4,24,0.1796
AB34,NH4,25,0.1648
AB34,NH4,26,0.1153
AB34,NH4,27,0.252
AB34,NH4,28,0.6926
AB34,NH4,29,0.2184
AB34,NH4,30,0.3053
AB34,NH4,31,0.2407
AB34,NH4,32,0.1697
AB34,NH4,33,0.4243
AB34,NH4,34,0.3239
AB34,NH4,35,0.4786
AB34,NH4,36,0.1217
AB34,NH4,37,0.5456
AB34,NH4,38,0.3246
AB34,NH4,39,0.2544
AB34,NH4,40,0.4288
AB34,NH4,41,0.319
AB34,NH4,42,0.2647
AB34,NH4,43,0.1152
AB34,NH4,44,0.2003
AB34,NH4,45,0.0961
AB34,NH4,46,0.1266
AB34,NH4,47,0.0396
AB34,NH4,48,0.0163
AB34,NH4,49,0.0356
AB34,NH4,50,0.0547
AB34,NH4,51,0.038
AB34,NH4,52,0.2293
AB34,NH4,53,0.094
AB34,NO3,1,0.844
AB34,NO3,2,0.5584
AB34,NO3,3,0.7382
AB34,NO3,4,0.5352
AB34,NO3,5,0.6884
AB34,NO3,6,0.8237
AB34,NO3,7,0.8148
AB34,NO3,8,0.957
AB34,NO3,9,0.7458
AB34,NO3,10,0.903
AB34,NO3,11,0.892
AB34,NO3,12,0.8455
AB34,NO3,13,1.8582
AB34,NO3,14,0.741
AB34,NO3,15,0.712
AB34,NO3,16,0.491
AB34,NO3,17,0.489
AB34,NO3,18,0.8658
AB34,NO3,19,0.5085
AB34,NO3,20,0.4863
AB34,NO3,21,0.5586
AB34,NO3,22,0.9768
AB34,NO3,23,0.344
AB34,NO3,24,0.4096
AB34,NO3,25,0.5067
AB34,NO3,26,0.3372
AB34,NO3,27,0.438
AB34,NO3,28,0.6392
AB34,NO3,29,0.4249
AB34,NO3,30,0.6249
AB34,NO3,31,0.4297
AB34,NO3,32,0.341
AB34,NO3,33,0.6576
AB34,NO3,34,0.6501
AB34,NO3,35,0.702
AB34,NO3,36,0.3477
AB34,NO3,37,0.4802
AB34,NO3,38,0.7618
AB34,NO3,39,0.8306
AB34,NO3,40,0.9178
AB34,NO3,41,1.013
AB34,NO3,42,0.7464
AB34,NO3,43,0.38
AB34,NO3,44,0.7733
AB34,NO3,45,0.6736
AB34,NO3,46,0.7348
AB34,NO3,47,0.5407
AB34,NO3,48,0.5393
AB34,NO3,49,0.5024
AB34,NO3,50,0.9387
AB34,NO3,51,0.561
AB34,NO3,52,1.4567
AB34,NO3,53,0.83
AB34,SO4,1,0.1555
AB34,SO4,2,0.1624
AB34,SO4,3,0.1894
AB34,SO4,4,0.1432
AB34,SO4,5,0.165
AB34,SO4,6,0.2053
AB34,SO4,7,0.2282
AB34,SO4,8,0.273
AB34,SO4,9,0.2704
AB34,SO4,10,0.1706
AB34,SO4,11,0.257
AB34,SO4,12,0.546
AB34,SO4,13,1.029
AB34,SO4,14,0.4778
AB34,SO4,15,1.897
AB34,SO4,16,0.478
AB34,SO4,17,0.6497
AB34,SO4,18,0.922
AB34,SO4,19,0.4035
AB34,SO4,20,0.545
AB34,SO4,21,0.7292
AB34,SO4,22,0.6282
AB34,SO4,23,0.256
AB34,SO4,24,0.4102
AB34,SO4,25,0.4782
AB34,SO4,26,0.3758
AB34,SO4,27,0.314
AB34,SO4,28,0.4966
AB34,SO4,29,0.4226
AB34,SO4,30,0.5086
AB34,SO4,31,0.3627
AB34,SO4,32,0.3807
AB34,SO4,33,0.6819
AB34,SO4,34,0.6391
AB34,SO4,35,0.6064
AB34,SO4,36,0.3097
AB34,SO4,37,0.3682
AB34,SO4,38,0.9168
AB34,SO4,39,0.8632
AB34,SO4,40,0.7068
AB34,SO4,41,0.7179
AB34,SO4,42,0.4849
AB34,SO4,43,0.242
AB34,SO4,44,0.3878
AB34,SO4,45,0.2141
AB34,SO4,46,0.2486
AB34,SO4,47,0.1434
AB34,SO4,48,0.1015
AB34,SO4,49,0.1302
AB34,SO4,50,0.2514
AB34,SO4,51,0.1052
AB34,SO4,52,0.794
AB34,SO4,53,0.06
AB34,Sodium,1,0.0242
AB34,Sodium,2,0.0204
AB34,Sodium,3,0.0334
AB34,Sodium,4,0.024
AB34,Sodium,5,0.0234
AB34,Sodium,6,0.062
AB34,Sodium,7,0.1092
AB34,Sodium,8,0.0407
AB34,Sodium,9,0.036
AB34,Sodium,10,0.0408
AB34,Sodium,11,0.1132
AB34,Sodium,12,0.04
AB34,Sodium,13,0.1012
AB34,Sodium,14,0.0804
AB34,Sodium,15,0.098
AB34,Sodium,16,0.0347
AB34,Sodium,17,0.0527
AB34,Sodium,18,0.0365
AB34,Sodium,19,0.019
AB34,Sodium,20,0.027
AB34,Sodium,21,0.0218
AB34,Sodium,22,0.0275
AB34,Sodium,23,0.0144
AB34,Sodium,24,0.0286
AB34,Sodium,25,0.0162
AB34,Sodium,26,0.0217
AB34,Sodium,27,0.0146
AB34,Sodium,28,0.0098
AB34,Sodium,29,0.0121
AB34,Sodium,30,0.0177
AB34,Sodium,31,0.0107
AB34,Sodium,32,0.0203
AB34,Sodium,33,0.0136
AB34,Sodium,34,0.0279
AB34,Sodium,35,0.0244
AB34,Sodium,36,0.0303
AB34,Sodium,37,0.0126
AB34,Sodium,38,0.0186
AB34,Sodium,39,0.1168
AB34,Sodium,40,0.042
AB34,Sodium,41,0.0321
AB34,Sodium,42,0.016
AB34,Sodium,43,0.0152
AB34,Sodium,44,0.0185
AB34,Sodium,45,0.0127
AB34,Sodium,46,0.029
AB34,Sodium,47,0.0194
AB34,Sodium,48,0.022
AB34,Sodium,49,0.0144
AB34,Sodium,50,0.0263
AB34,Sodium,51,0.0254
AB34,Sodium,52,0.1063
AB34,Sodium,53,0.041
AB35,CA,1,0.1615
AB35,CA,2,0.0697
AB35,CA,3,0.3703
AB35,CA,4,0.201
AB35,CA,5,0.0693
AB35,CA,6,0.0933
AB35,CA,7,0.1945
AB35,CA,8,0.261
AB35,CA,9,0.231
AB35,CA,10,0.3265
AB35,CA,11,0.211
AB35,CA,12,0.22
AB35,CA,13,0.2997
AB35,CA,14,0.556
AB35,CA,15,0.098
AB35,CA,16,0.138
AB35,CA,17,0.4807
AB35,CA,18,0.258
AB35,CA,19,0.831
AB35,CA,20,0.6797
AB35,CA,21,0.4903
AB35,CA,22,0.1935
AB35,CA,23,0.16
AB35,CA,24,0.0847
AB35,CA,25,0.177
AB35,CA,26,0.1437
AB35,CA,27,0.092
AB35,CA,28,0.167
AB35,CA,29,0.4423
AB35,CA,30,0.1567
AB35,CA,31,0.399
AB35,CA,32,0.1155
AB35,CA,33,0.276
AB35,CA,34,0.5357
AB35,CA,35,1.399
AB35,CA,36,0.285
AB35,CA,37,0.49
AB35,CA,38,1.363
AB35,CA,39,0.271
AB35,CA,40,0.1355
AB35,CA,41,0.326
AB35,CA,42,0.442
AB35,CA,43,0.313
AB35,CA,44,0.31
AB35,CA,45,0.1317
AB35,CA,46,0.396
AB35,CA,47,0.605
AB35,CA,48,0.1673
AB35,CA,49,0.0697
AB35,CA,50,0.1457
AB35,CA,51,0.088
AB35,CA,52,0.0985
AB35,CL,1,0.1355
AB35,CL,2,0.0637
AB35,CL,3,0.109
AB35,CL,4,0.1615
AB35,CL,5,0.0467
AB35,CL,6,0.0723
AB35,CL,7,0.138
AB35,CL,8,0.088
AB35,CL,9,0.128
AB35,CL,10,0.217
AB35,CL,11,0.083
AB35,CL,12,0.0865
AB35,CL,13,0.2613
AB35,CL,14,0.1633
AB35,CL,15,0.045
AB35,CL,16,0.022
AB35,CL,17,0.079
AB35,CL,18,0.0295
AB35,CL,19,0.135
AB35,CL,20,0.0773
AB35,CL,21,0.0833
AB35,CL,22,0.0405
AB35,CL,23,0.04
AB35,CL,24,0.024
AB35,CL,25,0.04
AB35,CL,26,0.0403
AB35,CL,27,0.0343
AB35,CL,28,0.0367
AB35,CL,29,0.0623
AB35,CL,30,0.0263
AB35,CL,31,0.0517
AB35,CL,32,0.028
AB35,CL,33,0.042
AB35,CL,34,0.0483
AB35,CL,35,0.227
AB35,CL,36,0.047
AB35,CL,37,0.078
AB35,CL,38,0.231
AB35,CL,39,0.102
AB35,CL,40,0.0325
AB35,CL,41,0.039
AB35,CL,42,0.0797
AB35,CL,43,0.0897
AB35,CL,44,0.228
AB35,CL,45,0.0827
AB35,CL,46,0.1453
AB35,CL,47,0.0893
AB35,CL,48,0.0397
AB35,CL,49,0.1233
AB35,CL,50,0.072
AB35,CL,51,0.0515
AB35,CL,52,0.039
AB35,K,1,0.024
AB35,K,2,0.019
AB35,K,3,0.045
AB35,K,4,0.047
AB35,K,5,0.0137
AB35,K,6,0.0193
AB35,K,7,0.017
AB35,K,8,0.048
AB35,K,9,0.0185
AB35,K,10,0.0325
AB35,K,11,0.021
AB35,K,12,0.0205
AB35,K,13,0.0237
AB35,K,14,0.0323
AB35,K,15,0.021
AB35,K,16,0.078
AB35,K,17,0.098
AB35,K,18,0.0385
AB35,K,19,0.217
AB35,K,20,0.1913
AB35,K,21,0.212
AB35,K,22,0.106
AB35,K,23,0.062
AB35,K,24,0.0237
AB35,K,25,0.035
AB35,K,26,0.019
AB35,K,27,0.0163
AB35,K,28,0.021
AB35,K,29,0.0827
AB35,K,30,0.029
AB35,K,31,0.0467
AB35,K,32,0.036
AB35,K,33,0.0505
AB35,K,34,0.0437
AB35,K,35,0.24
AB35,K,36,0.068
AB35,K,37,0.0995
AB35,K,38,0.2805
AB35,K,39,0.0345
AB35,K,40,0.0135
AB35,K,41,0.014
AB35,K,42,0.0393
AB35,K,43,0.0453
AB35,K,44,0.0327
AB35,K,45,0.033
