"Seg_ID","SITE_ID","Start_Date","End_Date","Num_Years","fft_CA_Period","fft_CA_Power","fft_CA_Threshold","fft_CA_Status","fft_HNO3_Period","fft_HNO3_Power","fft_HNO3_Threshold","fft_HNO3_Status","fft_K_Period","fft_K_Power","fft_K_Threshold","fft_K_Status","fft_MG_Period","fft_MG_Power","fft_MG_Threshold","fft_MG_Status","fft_NH4_Period","fft_NH4_Power","fft_NH4_Threshold","fft_NH4_Status","fft_NO3_Period","fft_NO3_Power","fft_NO3_Threshold","fft_NO3_Status","fft_SO2_Period","fft_SO2_Power","fft_SO2_Threshold","fft_SO2_Status","fft_SO4_Period","fft_SO4_Power","fft_SO4_Threshold","fft_SO4_Status","fft_Sodium_Period","fft_Sodium_Power","fft_Sodium_Threshold","fft_Sodium_Status","fft_TNO3_Period","fft_TNO3_Power","fft_TNO3_Threshold","fft_TNO3_Status"
11,"ANA115","2000-01-04","2005-01-04",5,54,1.826565,0.534764,"[PASS]",54,18.251244,1.605679,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,2.153785,0.416471,"[PASS]",27,1.188714,0.74766,"[PASS]",54,124.685992,5.260826,"[PASS]",54,13.110249,1.192713,"[PASS]",54,3.623133,0.502563,"[PASS]",54,87.190043,4.928885,"[PASS]",54,6.807262,0.605948,"[PASS]"
12,"ARE128","2016-02-08","2021-02-08",5,54,0.555877,0.315416,"[PASS]",54,2.307744,0.482411,"[PASS]",54,29.67357,5.659911,"[PASS]",54,2.355465,0.585927,"[PASS]",54,7.215989,1.245053,"[PASS]",54,60.191216,3.263411,"[PASS]",54,11.118295,0.950183,"[PASS]",27,1.155317,0.33165,"[PASS]",54,14.908466,5.553252,"[PASS]",54,5.413749,0.420621,"[PASS]"
13,"ARE128","2011-02-08","2016-02-08",5,24.55,0.480855,0.214207,"[PASS]",54,2.743615,0.534161,"[PASS]",27,2.118426,0.629337,"[PASS]",24.55,4.128723,1.171744,"[PASS]",27,3.411552,0.696307,"[PASS]",54,74.130612,3.843201,"[PASS]",54,14.085621,1.259297,"[PASS]",54,1.976109,0.471912,"[PASS]",54,15.38573,3.549534,"[PASS]",54,5.824243,0.468724,"[PASS]"
14,"ARE128","2000-01-04","2005-01-04",5,22.5,0.422423,0.297512,"[PASS]",54,5.604335,1.096988,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,0.804174,0.465255,"[PASS]",54,4.504137,0.749709,"[PASS]",54,66.674934,3.971203,"[PASS]",54,10.892098,0.579621,"[PASS]",54,10.309798,0.689999,"[PASS]",54,8.28364,1.859091,"[PASS]",54,1.156815,0.204557,"[PASS]"
15,"ASH135","2014-01-27","2019-01-27",5,54,1.988144,0.548676,"[PASS]",27,2.549476,1.476669,"[PASS]",54,2.98774,0.728749,"[PASS]",NA,NA,NA,"FAIL BOXCOX",24.55,2.061401,1.232318,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,29.652074,2.131727,"[PASS]",54,3.486892,0.900279,"[PASS]",54,18.974008,1.594765,"[PASS]",54,24.394604,2.683016,"[PASS]"
16,"ASH135","2009-01-27","2014-01-27",5,54,7.839708,2.395962,"[PASS]",24.55,2.652616,1.402085,"[PASS]",24.55,7.048447,2.723071,"[PASS]",54,16.594167,5.746273,"[PASS]",135,1.369651,1.15894,"[PASS]",54,108.960005,6.878633,"[PASS]",54,43.235935,3.356619,"[PASS]",135,1.236256,0.919942,"[PASS]",54,48.605458,3.636822,"[PASS]",54,17.425504,2.358581,"[PASS]"
17,"ASH135","2004-01-27","2009-01-27",5,54,6.668411,2.054696,"[PASS]",54,2.538377,1.547919,"[PASS]",67.5,9.468862,4.697977,"[PASS]",54,1.737612,0.518248,"[PASS]",8.44,1.098195,0.833696,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,45.966845,2.152538,"[PASS]",10.38,1.010356,0.852527,"[PASS]",54,22.771394,1.577623,"[PASS]",54,13.670975,1.242278,"[PASS]"
18,"BAS601","2019-01-22","2024-01-22",5,54,10.445172,1.943029,"[PASS]",54,17.725234,0.905827,"[PASS]",54,584.86821,100.649786,"[PASS]",54,6.763489,0.705272,"[PASS]",54,14.586912,3.106297,"[PASS]",54,112.372813,5.835307,"[PASS]",54,14.072297,1.398591,"[PASS]",67.5,1.958495,0.56584,"[PASS]",27,2.861783,1.884321,"[PASS]",54,4.065386,0.940551,"[PASS]"
19,"BBE401","2010-07-12","2015-07-12",5,54,6.34605,1.124701,"[PASS]",54,2.686924,0.523032,"[PASS]",54,20.667254,2.002648,"[PASS]",54,3.967507,0.305549,"[PASS]",54,2.234365,0.377852,"[PASS]",54,3.19121,0.566667,"[PASS]",90,2.209103,1.070151,"[PASS]",54,12.241402,1.196004,"[PASS]",54,21.594406,1.214213,"[PASS]",54,3.489551,0.453349,"[PASS]"
20,"BBE401","2005-07-12","2010-07-12",5,54,1.500823,0.54551,"[PASS]",54,1.035913,0.384412,"[PASS]",54,3.08877,0.558463,"[PASS]",54,1.245773,0.146272,"[PASS]",54,2.639744,0.503475,"[PASS]",54,2.023924,0.638133,"[PASS]",54,3.467901,0.837737,"[PASS]",54,12.728235,1.46214,"[PASS]",54,12.335203,1.175075,"[PASS]",54,1.959533,0.392198,"[PASS]"
21,"BFT142","2012-06-26","2017-06-26",5,54,10.072283,2.275389,"[PASS]",54,2.317409,0.651789,"[PASS]",54,118.32787,13.271043,"[PASS]",54,2.736182,0.441835,"[PASS]",54,1.860334,0.549247,"[PASS]",54,3.462867,0.53283,"[PASS]",54,6.951223,0.864185,"[PASS]",54,2.075677,0.287115,"[PASS]",54,5.184408,1.096295,"[PASS]",54,3.647631,0.480984,"[PASS]"
22,"BFT142","2000-01-04","2005-01-04",5,54,40.802699,4.038481,"[PASS]",54,5.409905,1.594988,"[PASS]",54,80.453525,7.611127,"[PASS]",54,1.17365,0.134106,"[PASS]",15,1.328435,0.89734,"[PASS]",54,3.118588,0.98365,"[PASS]",54,32.089372,2.091256,"[PASS]",54,5.0376,0.665761,"[PASS]",54,6.137589,1.0205,"[PASS]",54,7.002834,1.063968,"[PASS]"
23,"BVL130","2011-12-05","2016-12-05",5,54,5.678146,0.960182,"[PASS]",54,32.260528,1.770365,"[PASS]",54,42.974061,3.677401,"[PASS]",54,2.348889,0.254018,"[PASS]",54,7.582734,0.981718,"[PASS]",54,53.492333,2.510757,"[PASS]",54,5.284394,0.903464,"[PASS]",54,2.671874,0.833475,"[PASS]",54,41.803844,5.581786,"[PASS]",54,5.58973,0.552537,"[PASS]"
24,"BVL130","2006-12-05","2011-12-05",5,54,9.76766,1.17992,"[PASS]",54,24.928434,2.04894,"[PASS]",54,6.305318,0.711899,"[PASS]",54,2.847571,0.296957,"[PASS]",54,5.513738,0.89915,"[PASS]",54,69.148041,2.909829,"[PASS]",54,10.782511,1.053654,"[PASS]",54,3.082585,0.944903,"[PASS]",54,49.12461,5.15426,"[PASS]",54,7.154048,0.62199,"[PASS]"
25,"BVL130","2000-01-04","2005-01-04",5,54,3.000425,0.760711,"[PASS]",54,45.149436,3.032492,"[PASS]",54,4.496065,0.489592,"[PASS]",54,2.068895,0.2711,"[PASS]",27,1.055873,0.752639,"[PASS]",54,64.946284,3.310536,"[PASS]",54,2.132916,0.284499,"[PASS]",54,5.233895,0.584257,"[PASS]",54,18.099311,2.487957,"[PASS]",54,3.958075,0.80267,"[PASS]"
26,"BWR139","2012-06-19","2017-06-19",5,27,1.153179,0.50951,"[PASS]",54,2.786898,0.611045,"[PASS]",54,10.815173,1.650338,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,3.364211,0.722693,"[PASS]",54,33.255755,1.811455,"[PASS]",54,4.775227,0.761819,"[PASS]",54,1.015379,0.294518,"[PASS]",24.55,4.083068,1.790498,"[PASS]",54,2.853602,0.276828,"[PASS]"
27,"BWR139","2007-06-19","2012-06-19",5,54,1.730668,0.716283,"[PASS]",54,5.291979,1.046224,"[PASS]",54,17.947619,2.42199,"[PASS]",27,4.567947,0.778855,"[PASS]",27,4.112122,0.629184,"[PASS]",54,46.470079,2.456857,"[PASS]",27,4.660298,0.673966,"[PASS]",54,2.554916,0.26952,"[PASS]",27,6.366549,2.509879,"[PASS]",54,3.428801,0.454853,"[PASS]"
28,"BWR139","2000-01-04","2005-01-04",5,30,0.750183,0.369291,"[PASS]",54,10.682284,2.072014,"[PASS]",54,0.391051,0.054969,"[PASS]",54,1.892355,0.443069,"[PASS]",54,2.463407,0.780957,"[PASS]",54,58.296216,3.202165,"[PASS]",54,9.00324,0.662175,"[PASS]",54,8.111012,0.63558,"[PASS]",27,1.731632,1.159564,"[PASS]",54,10.404679,1.266103,"[PASS]"
29,"CAD150","2009-06-08","2014-06-08",5,54,1.104116,0.608329,"[PASS]",54,2.951168,0.489801,"[PASS]",54,10.411737,0.92569,"[PASS]",54,2.657484,0.305856,"[PASS]",27,1.157734,0.657382,"[PASS]",54,37.048061,3.427866,"[PASS]",27,3.808743,0.79841,"[PASS]",54,9.213857,1.116442,"[PASS]",54,11.167855,2.528968,"[PASS]",27,2.848867,0.61218,"[PASS]"
30,"CAD150","2004-06-08","2009-06-08",5,16.88,1.531558,0.950017,"[PASS]",54,2.564159,0.55984,"[PASS]",54,6.466041,0.719718,"[PASS]",54,3.146234,0.971831,"[PASS]",54,3.019632,0.962863,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,3.714156,0.81226,"[PASS]",54,7.657081,0.698636,"[PASS]",9,4.624988,2.919307,"[PASS]",54,1.217047,0.383777,"[PASS]"
31,"CAN407","2013-10-15","2018-10-15",5,54,3.608968,0.429788,"[PASS]",54,4.014708,0.523218,"[PASS]",18,1.6806,1.016554,"[PASS]",54,0.294135,0.02585,"[PASS]",54,1.747393,0.288893,"[PASS]",22.5,8.292628,3.319283,"[PASS]",54,2.498925,0.629894,"[PASS]",54,3.364911,0.261407,"[PASS]",54,7.303278,2.806408,"[PASS]",27,3.841567,0.560478,"[PASS]"
32,"CAN407","2005-08-29","2010-08-29",5,54,7.478453,0.780343,"[PASS]",27,3.680382,0.509544,"[PASS]",10.38,1.873114,1.033353,"[PASS]",54,3.458466,0.275299,"[PASS]",54,0.531808,0.161539,"[PASS]",54,21.188172,2.52069,"[PASS]",54,6.045216,0.660945,"[PASS]",54,2.087946,0.310341,"[PASS]",54,5.690793,3.784561,"[PASS]",27,2.540564,0.462732,"[PASS]"
33,"CAN407","2000-08-29","2005-08-29",5,54,11.530576,0.931962,"[PASS]",27,3.459817,0.486402,"[PASS]",12.86,0.334926,0.262637,"[PASS]",54,2.955922,0.20479,"[PASS]",54,0.61477,0.165605,"[PASS]",54,6.373632,1.56083,"[PASS]",54,3.791493,0.557593,"[PASS]",54,3.212497,0.380061,"[PASS]",27,0.268207,0.157162,"[PASS]",27,2.798006,0.458665,"[PASS]"
34,"CAT175","2011-03-15","2016-03-15",5,54,0.882408,0.275439,"[PASS]",90,0.697596,0.533637,"[PASS]",54,5.064927,0.71265,"[PASS]",54,0.590409,0.133713,"[PASS]",27,1.378777,0.367101,"[PASS]",54,31.99507,2.032403,"[PASS]",54,22.394084,1.722393,"[PASS]",54,2.300611,0.57639,"[PASS]",54,12.636529,1.746665,"[PASS]",54,3.803954,0.620555,"[PASS]"
35,"CDR119","2000-01-04","2005-01-04",5,24.55,3.401024,1.655902,"[PASS]",54,8.338455,0.785707,"[PASS]",54,0.48221,0.117695,"[PASS]",54,2.679026,0.613968,"[PASS]",54,11.021796,0.761738,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,21.424841,1.25663,"[PASS]",54,8.293829,0.499613,"[PASS]",54,24.57014,2.512087,"[PASS]",54,12.38673,0.806066,"[PASS]"
36,"CDZ171","2011-10-04","2016-10-04",5,54,1.568828,0.896786,"[PASS]",54,1.108322,0.551726,"[PASS]",54,4.406296,0.318197,"[PASS]",54,3.422132,0.647938,"[PASS]",27,1.598634,0.712176,"[PASS]",54,50.721839,3.109789,"[PASS]",54,9.742757,0.852032,"[PASS]",54,6.598359,0.967629,"[PASS]",54,13.159802,4.273204,"[PASS]",54,3.309573,0.334605,"[PASS]"
37,"CDZ171","2001-08-28","2006-08-28",5,5.4,1.44119,0.676199,"[PASS]",27,0.779956,0.60834,"[PASS]",54,1.07544,0.09784,"[PASS]",54,0.383854,0.243083,"[PASS]",54,4.519261,0.749992,"[PASS]",54,77.66958,4.021989,"[PASS]",54,34.004947,2.794662,"[PASS]",54,9.234044,0.603819,"[PASS]",54,6.918826,3.800821,"[PASS]",54,4.621786,0.403256,"[PASS]"
38,"CHA467","2013-07-29","2018-07-29",5,54,6.950885,1.736493,"[PASS]",54,16.859607,0.984773,"[PASS]",54,5.091126,0.401277,"[PASS]",54,8.706196,0.878313,"[PASS]",54,5.588841,0.30711,"[PASS]",54,4.048642,0.488241,"[PASS]",24.55,0.730436,0.360019,"[PASS]",54,12.127799,0.754894,"[PASS]",54,15.152974,2.37306,"[PASS]",54,13.583621,0.661772,"[PASS]"
39,"CHA467","2008-07-29","2013-07-29",5,54,4.040769,1.182598,"[PASS]",54,20.288482,1.193463,"[PASS]",54,17.210047,1.724436,"[PASS]",54,11.670544,1.178436,"[PASS]",54,4.826877,0.307819,"[PASS]",54,2.63758,0.366957,"[PASS]",27,1.197872,0.473515,"[PASS]",54,10.993669,0.744487,"[PASS]",54,8.944562,0.910757,"[PASS]",54,10.357768,0.617023,"[PASS]"
40,"CHA467","2003-07-29","2008-07-29",5,27,3.28905,1.116106,"[PASS]",54,10.898129,0.873375,"[PASS]",54,1.108424,0.13459,"[PASS]",54,4.532459,0.609119,"[PASS]",54,5.189983,0.330762,"[PASS]",54,2.128745,0.356863,"[PASS]",27,0.458659,0.23049,"[PASS]",54,13.675987,0.833561,"[PASS]",54,8.217451,1.439141,"[PASS]",54,6.92314,0.515504,"[PASS]"
41,"CHE185","2014-01-27","2019-01-27",5,6.43,1.617681,1.16353,"[PASS]",54,0.54121,0.397654,"[PASS]",54,11.536415,1.414892,"[PASS]",54,3.336372,0.699035,"[PASS]",54,1.448538,0.966846,"[PASS]",54,28.825484,2.868918,"[PASS]",54,6.22882,0.733422,"[PASS]",54,3.261929,0.700736,"[PASS]",54,17.608604,5.258993,"[PASS]",54,5.335954,0.550507,"[PASS]"
42,"CHE185","2009-01-27","2014-01-27",5,19.29,1.70884,1.025043,"[PASS]",54,2.883188,0.54594,"[PASS]",54,26.541102,4.806324,"[PASS]",54,2.156007,0.36691,"[PASS]",54,2.794836,0.937855,"[PASS]",54,46.31167,3.219811,"[PASS]",54,4.795544,0.668321,"[PASS]",54,5.891448,1.095039,"[PASS]",54,16.399619,4.095747,"[PASS]",54,3.739241,0.395035,"[PASS]"
43,"CKT136","2018-05-01","2023-05-01",5,27,2.007195,0.700772,"[PASS]",54,5.714762,0.840027,"[PASS]",54,24.678965,1.623139,"[PASS]",54,1.070891,0.206562,"[PASS]",27,2.108129,0.959331,"[PASS]",54,56.006699,3.251189,"[PASS]",54,9.770828,1.155488,"[PASS]",27,0.884854,0.457956,"[PASS]",54,6.743938,2.337657,"[PASS]",54,11.659435,0.84507,"[PASS]"
44,"CND125","2017-09-26","2022-09-26",5,27,4.450698,1.724638,"[PASS]",54,0.604983,0.395392,"[PASS]",54,85.013375,16.052718,"[PASS]",27,10.426864,2.272489,"[PASS]",19.29,1.242684,0.624557,"[PASS]",54,25.20073,1.747201,"[PASS]",54,24.036543,1.575074,"[PASS]",54,0.925736,0.31637,"[PASS]",27,9.172563,3.316899,"[PASS]",54,5.794508,0.496733,"[PASS]"
45,"CND125","2009-08-17","2014-08-17",5,27,17.231894,3.034656,"[PASS]",67.5,1.25823,0.433139,"[PASS]",54,12.776497,2.002329,"[PASS]",27,4.425506,0.651538,"[PASS]",27,2.195337,0.542613,"[PASS]",54,60.232928,3.166052,"[PASS]",54,19.728171,1.305215,"[PASS]",54,4.747888,0.480665,"[PASS]",27,9.59138,3.056119,"[PASS]",54,4.158837,0.361215,"[PASS]"
46,"CND125","2004-08-17","2009-08-17",5,54,1.385472,0.570266,"[PASS]",54,1.366739,0.55146,"[PASS]",54,7.718531,1.214126,"[PASS]",27,8.355964,2.486158,"[PASS]",54,7.31446,0.857683,"[PASS]",54,71.737974,3.650875,"[PASS]",54,20.818663,1.790806,"[PASS]",54,9.320173,0.54348,"[PASS]",27,5.023327,2.753148,"[PASS]",54,3.182837,0.327052,"[PASS]"
47,"CNT169","2010-01-04","2015-01-04",5,54,35.641139,2.055346,"[PASS]",54,21.459286,1.177688,"[PASS]",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",54,3.590387,0.223308,"[PASS]",54,12.711718,0.999252,"[PASS]",27,0.539973,0.188465,"[PASS]",54,6.679711,0.38487,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,10.891061,0.578306,"[PASS]"
48,"CNT169","2005-01-04","2010-01-04",5,54,30.526982,1.571289,"[PASS]",54,15.062058,0.811276,"[PASS]",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",54,4.695401,0.23215,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,0.527695,0.205432,"[PASS]",54,11.647642,0.611955,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,10.32664,0.54461,"[PASS]"
49,"CNT169","2000-01-04","2005-01-04",5,NA,NA,NA,"FAIL BOXCOX",54,7.460341,0.602102,"[PASS]",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",54,3.175231,0.216265,"[PASS]",NA,NA,NA,"FAIL BOXCOX",19.29,0.203206,0.176093,"[PASS]",54,5.073269,0.349818,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,8.90342,0.553892,"[PASS]"
50,"COW137","2010-01-04","2015-01-04",5,27,8.010683,2.027713,"[PASS]",54,3.909789,0.445957,"[PASS]",54,33.490882,2.718288,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,5.099665,0.517783,"[PASS]",54,77.272076,6.058025,"[PASS]",54,45.281626,2.798093,"[PASS]",54,12.0707,0.913709,"[PASS]",54,17.273286,9.109757,"[PASS]",54,7.444432,0.690099,"[PASS]"
51,"COW137","2005-01-04","2010-01-04",5,54,4.555644,0.799226,"[PASS]",54,7.491972,0.609957,"[PASS]",54,107.583611,13.779757,"[PASS]",54,6.876334,1.27682,"[PASS]",54,13.932213,0.98714,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,29.22123,1.850929,"[PASS]",54,18.150323,1.162554,"[PASS]",54,10.866492,4.397545,"[PASS]",54,11.23041,0.731119,"[PASS]"
52,"COW137","2000-01-04","2005-01-04",5,54,3.743985,0.988996,"[PASS]",54,4.129708,0.461285,"[PASS]",54,0.174084,0.014682,"[PASS]",54,9.132993,1.451134,"[PASS]",54,16.988155,1.000604,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,41.641827,2.224324,"[PASS]",54,19.941278,1.08809,"[PASS]",135,8.147157,2.705883,"[PASS]",54,6.33232,0.549744,"[PASS]"
53,"CTH110","2016-01-05","2021-01-05",5,54,5.089529,0.669627,"[PASS]",54,0.844621,0.409035,"[PASS]",54,109.463237,13.460161,"[PASS]",54,1.493696,0.18924,"[PASS]",54,8.164433,1.303493,"[PASS]",54,93.159583,4.145618,"[PASS]",54,10.19325,1.149979,"[PASS]",27,1.069302,0.360038,"[PASS]",54,81.272221,6.775365,"[PASS]",54,13.426682,0.863617,"[PASS]"
54,"CTH110","2006-08-28","2011-08-28",5,54,7.341408,0.901162,"[PASS]",54,2.378553,0.704981,"[PASS]",54,45.109136,10.384887,"[PASS]",54,4.215445,0.548197,"[PASS]",27,1.553285,0.596033,"[PASS]",54,55.285225,2.773439,"[PASS]",54,14.570734,1.743673,"[PASS]",54,3.124077,0.500949,"[PASS]",54,76.917256,5.724764,"[PASS]",54,10.539295,0.742691,"[PASS]"
55,"CTH110","2001-08-28","2006-08-28",5,54,1.827192,0.376983,"[PASS]",54,1.555376,0.822995,"[PASS]",NA,NA,NA,"FAIL BOXCOX",54,0.574301,0.110772,"[PASS]",54,7.555837,0.890167,"[PASS]",54,54.516247,3.200248,"[PASS]",54,20.918655,1.524783,"[PASS]",54,5.586024,0.446667,"[PASS]",54,41.38103,3.400003,"[PASS]",54,5.200872,0.599919,"[PASS]"
56,"CVL151","2014-01-20","2019-01-20",5,4.29,1.381443,1.176501,"[PASS]",67.5,1.768604,0.659309,"[PASS]",54,191.14663,23.697529,"[PASS]",54,3.756378,1.036683,"[PASS]",27,0.797092,0.496469,"[PASS]",54,7.675008,1.380536,"[PASS]",54,12.334868,1.123969,"[PASS]",54,2.115745,0.489934,"[PASS]",54,10.337293,3.691567,"[PASS]",54,3.089409,0.639749,"[PASS]"
57,"CVL151","2009-01-20","2014-01-20",5,24.55,2.026411,1.084219,"[PASS]",54,1.235752,0.572798,"[PASS]",54,8.26579,1.036226,"[PASS]",54,4.066499,0.746106,"[PASS]",12.86,1.180476,0.394065,"[PASS]",54,11.653167,1.543794,"[PASS]",54,12.418133,1.150751,"[PASS]",54,5.032627,0.722202,"[PASS]",54,11.59002,3.012459,"[PASS]",54,3.706265,0.617821,"[PASS]"
58,"CVL151","2000-06-13","2005-06-13",5,12.86,0.502241,0.323982,"[PASS]",54,2.158864,0.874572,"[PASS]",54,0.28767,0.060303,"[PASS]",54,1.033513,0.275972,"[PASS]",54,1.714286,0.79511,"[PASS]",54,22.759938,2.089742,"[PASS]",54,23.233231,2.04693,"[PASS]",54,6.672012,0.830153,"[PASS]",8.44,5.144074,2.415294,"[PASS]",54,6.569734,0.68498,"[PASS]"
59,"DCP114","2016-03-15","2021-03-15",5,54,1.271487,0.414126,"[PASS]",54,8.037648,0.654999,"[PASS]",54,69.81622,4.849754,"[PASS]",54,0.61132,0.110499,"[PASS]",54,8.645918,1.083571,"[PASS]",54,90.477952,4.049737,"[PASS]",54,5.51996,0.693623,"[PASS]",27,1.138581,0.405345,"[PASS]",54,132.373842,12.829824,"[PASS]",54,7.3705,0.499763,"[PASS]"
60,"DCP114","2008-09-23","2013-09-23",5,27,3.343379,1.137819,"[PASS]",54,9.535726,0.926047,"[PASS]",54,113.464585,11.894875,"[PASS]",54,2.491394,0.589468,"[PASS]",27,3.528191,0.562936,"[PASS]",54,95.709281,4.058955,"[PASS]",54,7.643949,0.656081,"[PASS]",54,2.667561,0.381702,"[PASS]",54,89.975656,6.097534,"[PASS]",54,4.573027,0.368659,"[PASS]"
